ZipCode	Zip Code
LogRecNum	Logical Record Number
WhtNotHispPop_Tot	White alone, not Hispanic or Latino population: Total:
WhtNotHispPop_Mle	White alone, not Hispanic or Latino population: Male:
WhtNotHispPop_Mle_Lt5y	White alone, not Hispanic or Latino population: Male: Under 5 years
WhtNotHispPop_Mle_5to9y	White alone, not Hispanic or Latino population: Male: 5 to 9 years
WhtNotHispPop_Mle_10to14y	White alone, not Hispanic or Latino population: Male: 10 to 14 years
WhtNotHispPop_Mle_15to17y	White alone, not Hispanic or Latino population: Male: 15 to 17 years
WhtNotHispPop_Mle_18and19y	White alone, not Hispanic or Latino population: Male: 18 and 19 years
WhtNotHispPop_Mle_20y	White alone, not Hispanic or Latino population: Male: 20 years
WhtNotHispPop_Mle_21y	White alone, not Hispanic or Latino population: Male: 21 years
WhtNotHispPop_Mle_22to24y	White alone, not Hispanic or Latino population: Male: 22 to 24 years
WhtNotHispPop_Mle_25to29y	White alone, not Hispanic or Latino population: Male: 25 to 29 years
WhtNotHispPop_Mle_30to34y	White alone, not Hispanic or Latino population: Male: 30 to 34 years
WhtNotHispPop_Mle_35to39y	White alone, not Hispanic or Latino population: Male: 35 to 39 years
WhtNotHispPop_Mle_40to44y	White alone, not Hispanic or Latino population: Male: 40 to 44 years
WhtNotHispPop_Mle_45to49y	White alone, not Hispanic or Latino population: Male: 45 to 49 years
WhtNotHispPop_Mle_50to54y	White alone, not Hispanic or Latino population: Male: 50 to 54 years
WhtNotHispPop_Mle_55to59y	White alone, not Hispanic or Latino population: Male: 55 to 59 years
WhtNotHispPop_Mle_60and61y	White alone, not Hispanic or Latino population: Male: 60 and 61 years
WhtNotHispPop_Mle_62to64y	White alone, not Hispanic or Latino population: Male: 62 to 64 years
WhtNotHispPop_Mle_65and66y	White alone, not Hispanic or Latino population: Male: 65 and 66 years
WhtNotHispPop_Mle_67to69y	White alone, not Hispanic or Latino population: Male: 67 to 69 years
WhtNotHispPop_Mle_70to74y	White alone, not Hispanic or Latino population: Male: 70 to 74 years
WhtNotHispPop_Mle_75to79y	White alone, not Hispanic or Latino population: Male: 75 to 79 years
WhtNotHispPop_Mle_80to84y	White alone, not Hispanic or Latino population: Male: 80 to 84 years
WhtNotHispPop_Mle_Gte85y	White alone, not Hispanic or Latino population: Male: 85 years and over
WhtNotHispPop_Fem	White alone, not Hispanic or Latino population: Female:
WhtNotHispPop_Fem_Lt5y	White alone, not Hispanic or Latino population: Female: Under 5 years
WhtNotHispPop_Fem_5to9y	White alone, not Hispanic or Latino population: Female: 5 to 9 years
WhtNotHispPop_Fem_10to14y	White alone, not Hispanic or Latino population: Female: 10 to 14 years
WhtNotHispPop_Fem_15to17y	White alone, not Hispanic or Latino population: Female: 15 to 17 years
WhtNotHispPop_Fem_18and19y	White alone, not Hispanic or Latino population: Female: 18 and 19 years
WhtNotHispPop_Fem_20y	White alone, not Hispanic or Latino population: Female: 20 years
WhtNotHispPop_Fem_21y	White alone, not Hispanic or Latino population: Female: 21 years
WhtNotHispPop_Fem_22to24y	White alone, not Hispanic or Latino population: Female: 22 to 24 years
WhtNotHispPop_Fem_25to29y	White alone, not Hispanic or Latino population: Female: 25 to 29 years
WhtNotHispPop_Fem_30to34y	White alone, not Hispanic or Latino population: Female: 30 to 34 years
WhtNotHispPop_Fem_35to39y	White alone, not Hispanic or Latino population: Female: 35 to 39 years
WhtNotHispPop_Fem_40to44y	White alone, not Hispanic or Latino population: Female: 40 to 44 years
WhtNotHispPop_Fem_45to49y	White alone, not Hispanic or Latino population: Female: 45 to 49 years
WhtNotHispPop_Fem_50to54y	White alone, not Hispanic or Latino population: Female: 50 to 54 years
WhtNotHispPop_Fem_55to59y	White alone, not Hispanic or Latino population: Female: 55 to 59 years
WhtNotHispPop_Fem_60and61y	White alone, not Hispanic or Latino population: Female: 60 and 61 years
WhtNotHispPop_Fem_62to64y	White alone, not Hispanic or Latino population: Female: 62 to 64 years
WhtNotHispPop_Fem_65and66y	White alone, not Hispanic or Latino population: Female: 65 and 66 years
WhtNotHispPop_Fem_67to69y	White alone, not Hispanic or Latino population: Female: 67 to 69 years
