ZipCode	Zip Code
LogRecNum	Logical Record Number
OcpHsUnt_Tot	Occupied housing units: Total:
OcpHsUnt_OwnerOcp	Occupied housing units: Owner occupied:
OcpHsUnt_OwnerOcp_NoVhclAvail	Occupied housing units: Owner occupied: No vehicle available:
OcpHsUnt_OwnerOcp_NoVhclAvail_Hh15to24y	Occupied housing units: Owner occupied: No vehicle available: Householder 15 to 24 years
OcpHsUnt_OwnerOcp_NoVhclAvail_Hh25to34y	Occupied housing units: Owner occupied: No vehicle available: Householder 25 to 34 years
OcpHsUnt_OwnerOcp_NoVhclAvail_Hh35to44y	Occupied housing units: Owner occupied: No vehicle available: Householder 35 to 44 years
OcpHsUnt_OwnerOcp_NoVhclAvail_Hh45to54y	Occupied housing units: Owner occupied: No vehicle available: Householder 45 to 54 years
OcpHsUnt_OwnerOcp_NoVhclAvail_Hh55to64y	Occupied housing units: Owner occupied: No vehicle available: Householder 55 to 64 years
OcpHsUnt_OwnerOcp_NoVhclAvail_Hh65to74y	Occupied housing units: Owner occupied: No vehicle available: Householder 65 to 74 years
OcpHsUnt_OwnerOcp_NoVhclAvail_HhGte75y	Occupied housing units: Owner occupied: No vehicle available: Householder 75 years and over
OcpHsUnt_OwnerOcp_Gte1VhclAvail	Occupied housing units: Owner occupied: 1 or more vehicles available:
OcpHsUnt_OwnerOcp_Gte1VhclAvail_Hh15to24y	Occupied housing units: Owner occupied: 1 or more vehicles available: Householder 15 to 24 years
OcpHsUnt_OwnerOcp_Gte1VhclAvail_Hh25to34y	Occupied housing units: Owner occupied: 1 or more vehicles available: Householder 25 to 34 years
OcpHsUnt_OwnerOcp_Gte1VhclAvail_Hh35to44y	Occupied housing units: Owner occupied: 1 or more vehicles available: Householder 35 to 44 years
OcpHsUnt_OwnerOcp_Gte1VhclAvail_Hh45to54y	Occupied housing units: Owner occupied: 1 or more vehicles available: Householder 45 to 54 years
OcpHsUnt_OwnerOcp_Gte1VhclAvail_Hh55to64y	Occupied housing units: Owner occupied: 1 or more vehicles available: Householder 55 to 64 years
OcpHsUnt_OwnerOcp_Gte1VhclAvail_Hh65to74y	Occupied housing units: Owner occupied: 1 or more vehicles available: Householder 65 to 74 years
