ZipCode	Zip Code
LogRecNum	Logical Record Number
OcpHsUnt_Tot	Occupied housing units: Total
OcpHsUnt_OwnerOcp	Occupied housing units: Owner occupied
OcpHsUnt_RentOcp	Occupied housing units: Renter occupied
OcpHsUnt_AggNumRms	Occupied housing units: Aggregate number of rooms:
OcpHsUnt_OwnerOcp	Occupied housing units: Owner occupied
OcpHsUnt_RentOcp	Occupied housing units: Renter occupied
VacantHsUnt_AggNumRms	Vacant housing units: Aggregate number of rooms:
VacantHsUnt_ForRent	Vacant housing units: For rent
VacantHsUnt_ForSaleOnly	Vacant housing units: For sale only
VacantHsUnt_RentSoldNotOcp	Vacant housing units: Rented or sold, not occupied
VacantHsUnt_ForSeasRec	Vacant housing units: For seasonal, recreational, or occasional use
VacantHsUnt_ForMigWrkr	Vacant housing units: For migrant workers
VacantHsUnt_OthVacant	Vacant housing units: Other vacant
HsUnt_Tot	Housing units: Total:
HsUnt_1Dtchd	Housing units: 1, detached
HsUnt_1Atchd	Housing units: 1, attached
HsUnt_2	Housing units: 2
HsUnt_3or4	Housing units: 3 or 4
HsUnt_5to9	Housing units: 5 to 9
HsUnt_10to19	Housing units: 10 to 19
HsUnt_20to49	Housing units: 20 to 49
HsUnt_Gte50	Housing units: 50 or more
HsUnt_MobHome	Housing units: Mobile home
HsUnt_BoatRVvan	Housing units: Boat, RV, van, etc.
VacantHsUnt_Tot	Vacant housing units: Total:
VacantHsUnt_1Dtchd	Vacant housing units: 1, detached
VacantHsUnt_1Atchd	Vacant housing units: 1, attached
VacantHsUnt_2	Vacant housing units: 2
VacantHsUnt_3or4	Vacant housing units: 3 or 4
VacantHsUnt_5to9	Vacant housing units: 5 to 9
VacantHsUnt_10to19	Vacant housing units: 10 to 19
VacantHsUnt_20to49	Vacant housing units: 20 to 49
VacantHsUnt_Gte50	Vacant housing units: 50 or more
VacantHsUnt_MobHome	Vacant housing units: Mobile home
VacantHsUnt_BoatRVvan	Vacant housing units: Boat, RV, van, etc.
OcpHsUnt_Tot	Occupied housing units: Total:
OcpHsUnt_OwnerOcp	Occupied housing units: Owner occupied:
