ZipCode	Zip Code
LogRecNum	Logical Record Number
Pop16to19y_Tot	Population 16 to 19 years: Total:
Pop16to19y_ArmForce	Population 16 to 19 years: In Armed Forces:
Pop16to19y_ArmForce_ErldSch	Population 16 to 19 years: In Armed Forces: Enrolled in school:
Pop16to19y_ArmForce_ErldSch_HighSchGrad	Population 16 to 19 years: In Armed Forces: Enrolled in school: High school graduate
Pop16to19y_ArmForce_ErldSch_NotHighSchlGrad	Population 16 to 19 years: In Armed Forces: Enrolled in school: Not high school graduate
Pop16to19y_ArmForce_NotEnrldSchl	Population 16 to 19 years: In Armed Forces: Not enrolled in school:
Pop16to19y_ArmForce_NotEnrldSchl_HighSchGrad	Population 16 to 19 years: In Armed Forces: Not enrolled in school: High school graduate
Pop16to19y_ArmForce_NotEnrldSchl_NotHighSchlGrad	Population 16 to 19 years: In Armed Forces: Not enrolled in school: Not high school graduate
Pop16to19y_Civ	Population 16 to 19 years: Civilian:
Pop16to19y_Civ_ErldSch	Population 16 to 19 years: Civilian: Enrolled in school:
Pop16to19y_Civ_ErldSch_Empl	Population 16 to 19 years: Civilian: Enrolled in school: Employed
Pop16to19y_Civ_ErldSch_Unempl	Population 16 to 19 years: Civilian: Enrolled in school: Unemployed
Pop16to19y_Civ_ErldSch_NotLabrFor	Population 16 to 19 years: Civilian: Enrolled in school: Not in labor force
Pop16to19y_Civ_NotEnrldSchl	Population 16 to 19 years: Civilian: Not enrolled in school:
Pop16to19y_Civ_NotEnrldSchl_HighSchGrad	Population 16 to 19 years: Civilian: Not enrolled in school: High school graduate:
Pop16to19y_Civ_NotEnrldSchl_HighSchGrad_Empl	Population 16 to 19 years: Civilian: Not enrolled in school: High school graduate: Employed
Pop16to19y_Civ_NotEnrldSchl_HighSchGrad_Unempl	Population 16 to 19 years: Civilian: Not enrolled in school: High school graduate: Unemployed
Pop16to19y_Civ_NotEnrldSchl_HighSchGrad_NotLabrFor	Population 16 to 19 years: Civilian: Not enrolled in school: High school graduate: Not in labor force
Pop16to19y_Civ_NotEnrldSchl_NotHighSchlGrad	Population 16 to 19 years: Civilian: Not enrolled in school: Not high school graduate:
Pop16to19y_Civ_NotEnrldSchl_NotHighSchlGrad_Empl	Population 16 to 19 years: Civilian: Not enrolled in school: Not high school graduate: Employed
Pop16to19y_Civ_NotEnrldSchl_NotHighSchlGrad_Unempl	Population 16 to 19 years: Civilian: Not enrolled in school: Not high school graduate: Unemployed
Pop16to19y_Civ_NotEnrldSchl_NotHighSchlGrad_NotLabrFor	Population 16 to 19 years: Civilian: Not enrolled in school: Not high school graduate: Not in labor force
PopGte18y_Tot	Population 18 years and over: Total:
PopGte18y_Mle	Population 18 years and over: Male:
PopGte18y_Mle_18to64y	Population 18 years and over: Male: 18 to 64 years:
PopGte18y_Mle_18to64y_ArmForce	Population 18 years and over: Male: 18 to 64 years: In Armed Forces
PopGte18y_Mle_18to64y_Civ	Population 18 years and over: Male: 18 to 64 years: Civilian:
PopGte18y_Mle_18to64y_Civ_Vet	Population 18 years and over: Male: 18 to 64 years: Civilian: Veteran
PopGte18y_Mle_18to64y_Civ_NonVet	Population 18 years and over: Male: 18 to 64 years: Civilian: Nonveteran
PopGte18y_Mle_Gte65y	Population 18 years and over: Male: 65 years and over:
PopGte18y_Mle_Gte65y_ArmForce	Population 18 years and over: Male: 65 years and over: In Armed Forces
PopGte18y_Mle_Gte65y_Civ	Population 18 years and over: Male: 65 years and over: Civilian:
PopGte18y_Mle_Gte65y_Civ_Vet	Population 18 years and over: Male: 65 years and over: Civilian: Veteran
PopGte18y_Mle_Gte65y_Civ_NonVet	Population 18 years and over: Male: 65 years and over: Civilian: Nonveteran
PopGte18y_Fem	Population 18 years and over: Female:
PopGte18y_Fem_18to64y	Population 18 years and over: Female: 18 to 64 years:
PopGte18y_Fem_18to64y_ArmForce	Population 18 years and over: Female: 18 to 64 years: In Armed Forces
PopGte18y_Fem_18to64y_Civ	Population 18 years and over: Female: 18 to 64 years: Civilian:
PopGte18y_Fem_18to64y_Civ_Vet	Population 18 years and over: Female: 18 to 64 years: Civilian: Veteran
PopGte18y_Fem_18to64y_Civ_NonVet	Population 18 years and over: Female: 18 to 64 years: Civilian: Nonveteran
PopGte18y_Fem_Gte65y	Population 18 years and over: Female: 65 years and over:
PopGte18y_Fem_Gte65y_ArmForce	Population 18 years and over: Female: 65 years and over: In Armed Forces
PopGte18y_Fem_Gte65y_Civ	Population 18 years and over: Female: 65 years and over: Civilian:
PopGte18y_Fem_Gte65y_Civ_Vet	Population 18 years and over: Female: 65 years and over: Civilian: Veteran
PopGte18y_Fem_Gte65y_Civ_NonVet	Population 18 years and over: Female: 65 years and over: Civilian: Nonveteran
CivVetGte18y_Tot	Civilian veterans 18 years and over: Total:
CivVetGte18y_Aug90orLat	Civilian veterans 18 years and over: August 1990 or later (including Persian Gulf War):
CivVetGte18y_Aug90orLat_SrvdVietEra	Civilian veterans 18 years and over: August 1990 or later (including Persian Gulf War): Served in Vietnam era
CivVetGte18y_Aug90orLat_NoVietEraServ	Civilian veterans 18 years and over: August 1990 or later (including Persian Gulf War): No Vietnam era service:
CivVetGte18y_Aug90orLat_NoVietEraServ_SrvdSept80LaterOn	Civilian veterans 18 years and over: August 1990 or later (including Persian Gulf War): No Vietnam era service: Served September 1980 or later only:
CivVetGte18y_Aug90orLat_NoVietEraServ_SrvdSept80LaterOn_SrvdLt2y	Civilian veterans 18 years and over: August 1990 or later (including Persian Gulf War): No Vietnam era service: Served September 1980 or later only: Served under 2 years
CivVetGte18y_Aug90orLat_NoVietEraServ_SrvdSept80LaterOn_SrvdG_004	Civilian veterans 18 years and over: August 1990 or later (including Persian Gulf War): No Vietnam era service: Served September 1980 or later only: Served 2 or more years
CivVetGte18y_Aug90orLat_NoVietEraServ_SrvdPreSept80	Civilian veterans 18 years and over: August 1990 or later (including Persian Gulf War): No Vietnam era service: Served prior to September 1980
CivVetGte18y_May75toJul90	Civilian veterans 18 years and over: May 1975 to July 1990 only:
CivVetGte18y_May75toJul90_Sept80toJuly90	Civilian veterans 18 years and over: May 1975 to July 1990 only: September 1980 to July 1990 only:
CivVetGte18y_May75toJul90_Sept80toJuly90_SrvdLt2y	Civilian veterans 18 years and over: May 1975 to July 1990 only: September 1980 to July 1990 only: Served under 2 years
