ZipCode	Zip Code
LogRecNum	Logical Record Number
PopGte16y_Tot	Population 16 years and over: Total:
PopGte16y_Mle	Population 16 years and over: Male:
PopGte16y_Mle_16to19y	Population 16 years and over: Male: 16 to 19 years:
PopGte16y_Mle_16to19y_InLabrFor	Population 16 years and over: Male: 16 to 19 years: In labor force:
PopGte16y_Mle_16to19y_InLabrFor_ArmForce	Population 16 years and over: Male: 16 to 19 years: In labor force: In Armed Forces
PopGte16y_Mle_16to19y_InLabrFor_Civ	Population 16 years and over: Male: 16 to 19 years: In labor force: Civilian:
PopGte16y_Mle_16to19y_InLabrFor_Civ_Empl	Population 16 years and over: Male: 16 to 19 years: In labor force: Civilian: Employed
PopGte16y_Mle_16to19y_InLabrFor_Civ_Unempl	Population 16 years and over: Male: 16 to 19 years: In labor force: Civilian: Unemployed
PopGte16y_Mle_16to19y_NotLabrFor	Population 16 years and over: Male: 16 to 19 years: Not in labor force
PopGte16y_Mle_20to21y	Population 16 years and over: Male: 20 to 21 years:
PopGte16y_Mle_20to21y_InLabrFor	Population 16 years and over: Male: 20 to 21 years: In labor force:
PopGte16y_Mle_20to21y_InLabrFor_ArmForce	Population 16 years and over: Male: 20 to 21 years: In labor force: In Armed Forces
PopGte16y_Mle_20to21y_InLabrFor_Civ	Population 16 years and over: Male: 20 to 21 years: In labor force: Civilian:
PopGte16y_Mle_20to21y_InLabrFor_Civ_Empl	Population 16 years and over: Male: 20 to 21 years: In labor force: Civilian: Employed
PopGte16y_Mle_20to21y_InLabrFor_Civ_Unempl	Population 16 years and over: Male: 20 to 21 years: In labor force: Civilian: Unemployed
PopGte16y_Mle_20to21y_NotLabrFor	Population 16 years and over: Male: 20 to 21 years: Not in labor force
PopGte16y_Mle_22to24y	Population 16 years and over: Male: 22 to 24 years:
PopGte16y_Mle_22to24y_InLabrFor	Population 16 years and over: Male: 22 to 24 years: In labor force:
PopGte16y_Mle_22to24y_InLabrFor_ArmForce	Population 16 years and over: Male: 22 to 24 years: In labor force: In Armed Forces
PopGte16y_Mle_22to24y_InLabrFor_Civ	Population 16 years and over: Male: 22 to 24 years: In labor force: Civilian:
PopGte16y_Mle_22to24y_InLabrFor_Civ_Empl	Population 16 years and over: Male: 22 to 24 years: In labor force: Civilian: Employed
PopGte16y_Mle_22to24y_InLabrFor_Civ_Unempl	Population 16 years and over: Male: 22 to 24 years: In labor force: Civilian: Unemployed
PopGte16y_Mle_22to24y_NotLabrFor	Population 16 years and over: Male: 22 to 24 years: Not in labor force
PopGte16y_Mle_25to29y	Population 16 years and over: Male: 25 to 29 years:
PopGte16y_Mle_25to29y_InLabrFor	Population 16 years and over: Male: 25 to 29 years: In labor force:
PopGte16y_Mle_25to29y_InLabrFor_ArmForce	Population 16 years and over: Male: 25 to 29 years: In labor force: In Armed Forces
PopGte16y_Mle_25to29y_InLabrFor_Civ	Population 16 years and over: Male: 25 to 29 years: In labor force: Civilian:
PopGte16y_Mle_25to29y_InLabrFor_Civ_Empl	Population 16 years and over: Male: 25 to 29 years: In labor force: Civilian: Employed
PopGte16y_Mle_25to29y_InLabrFor_Civ_Unempl	Population 16 years and over: Male: 25 to 29 years: In labor force: Civilian: Unemployed
PopGte16y_Mle_25to29y_NotLabrFor	Population 16 years and over: Male: 25 to 29 years: Not in labor force
PopGte16y_Mle_30to34y	Population 16 years and over: Male: 30 to 34 years:
PopGte16y_Mle_30to34y_InLabrFor	Population 16 years and over: Male: 30 to 34 years: In labor force:
PopGte16y_Mle_30to34y_InLabrFor_ArmForce	Population 16 years and over: Male: 30 to 34 years: In labor force: In Armed Forces
PopGte16y_Mle_30to34y_InLabrFor_Civ	Population 16 years and over: Male: 30 to 34 years: In labor force: Civilian:
PopGte16y_Mle_30to34y_InLabrFor_Civ_Empl	Population 16 years and over: Male: 30 to 34 years: In labor force: Civilian: Employed
PopGte16y_Mle_30to34y_InLabrFor_Civ_Unempl	Population 16 years and over: Male: 30 to 34 years: In labor force: Civilian: Unemployed
PopGte16y_Mle_30to34y_NotLabrFor	Population 16 years and over: Male: 30 to 34 years: Not in labor force
PopGte16y_Mle_35to44y	Population 16 years and over: Male: 35 to 44 years:
PopGte16y_Mle_35to44y_InLabrFor	Population 16 years and over: Male: 35 to 44 years: In labor force:
PopGte16y_Mle_35to44y_InLabrFor_ArmForce	Population 16 years and over: Male: 35 to 44 years: In labor force: In Armed Forces
PopGte16y_Mle_35to44y_InLabrFor_Civ	Population 16 years and over: Male: 35 to 44 years: In labor force: Civilian:
PopGte16y_Mle_35to44y_InLabrFor_Civ_Empl	Population 16 years and over: Male: 35 to 44 years: In labor force: Civilian: Employed
PopGte16y_Mle_35to44y_InLabrFor_Civ_Unempl	Population 16 years and over: Male: 35 to 44 years: In labor force: Civilian: Unemployed
PopGte16y_Mle_35to44y_NotLabrFor	Population 16 years and over: Male: 35 to 44 years: Not in labor force
PopGte16y_Mle_45to54y	Population 16 years and over: Male: 45 to 54 years:
PopGte16y_Mle_45to54y_InLabrFor	Population 16 years and over: Male: 45 to 54 years: In labor force:
PopGte16y_Mle_45to54y_InLabrFor_ArmForce	Population 16 years and over: Male: 45 to 54 years: In labor force: In Armed Forces
PopGte16y_Mle_45to54y_InLabrFor_Civ	Population 16 years and over: Male: 45 to 54 years: In labor force: Civilian:
PopGte16y_Mle_45to54y_InLabrFor_Civ_Empl	Population 16 years and over: Male: 45 to 54 years: In labor force: Civilian: Employed
PopGte16y_Mle_45to54y_InLabrFor_Civ_Unempl	Population 16 years and over: Male: 45 to 54 years: In labor force: Civilian: Unemployed
PopGte16y_Mle_45to54y_NotLabrFor	Population 16 years and over: Male: 45 to 54 years: Not in labor force
PopGte16y_Mle_55to59y	Population 16 years and over: Male: 55 to 59 years:
PopGte16y_Mle_55to59y_InLabrFor	Population 16 years and over: Male: 55 to 59 years: In labor force:
PopGte16y_Mle_55to59y_InLabrFor_ArmForce	Population 16 years and over: Male: 55 to 59 years: In labor force: In Armed Forces
PopGte16y_Mle_55to59y_InLabrFor_Civ	Population 16 years and over: Male: 55 to 59 years: In labor force: Civilian:
PopGte16y_Mle_55to59y_InLabrFor_Civ_Empl	Population 16 years and over: Male: 55 to 59 years: In labor force: Civilian: Employed
PopGte16y_Mle_55to59y_InLabrFor_Civ_Unempl	Population 16 years and over: Male: 55 to 59 years: In labor force: Civilian: Unemployed
PopGte16y_Mle_55to59y_NotLabrFor	Population 16 years and over: Male: 55 to 59 years: Not in labor force
PopGte16y_Mle_60to61y	Population 16 years and over: Male: 60 to 61 years:
PopGte16y_Mle_60to61y_InLabrFor	Population 16 years and over: Male: 60 to 61 years: In labor force:
PopGte16y_Mle_60to61y_InLabrFor_ArmForce	Population 16 years and over: Male: 60 to 61 years: In labor force: In Armed Forces
PopGte16y_Mle_60to61y_InLabrFor_Civ	Population 16 years and over: Male: 60 to 61 years: In labor force: Civilian:
PopGte16y_Mle_60to61y_InLabrFor_Civ_Empl	Population 16 years and over: Male: 60 to 61 years: In labor force: Civilian: Employed
PopGte16y_Mle_60to61y_InLabrFor_Civ_Unempl	Population 16 years and over: Male: 60 to 61 years: In labor force: Civilian: Unemployed
PopGte16y_Mle_60to61y_NotLabrFor	Population 16 years and over: Male: 60 to 61 years: Not in labor force
PopGte16y_Mle_62to64y	Population 16 years and over: Male: 62 to 64 years:
PopGte16y_Mle_62to64y_InLabrFor	Population 16 years and over: Male: 62 to 64 years: In labor force:
PopGte16y_Mle_62to64y_InLabrFor_ArmForce	Population 16 years and over: Male: 62 to 64 years: In labor force: In Armed Forces
PopGte16y_Mle_62to64y_InLabrFor_Civ	Population 16 years and over: Male: 62 to 64 years: In labor force: Civilian:
