ZipCode	Zip Code
LogRecNum	Logical Record Number
PopGte5y_Tot	Population 5 years and over: Total:
PopGte5y_LivPMSA2000	Population 5 years and over: Living in an MSA/PMSA in 2000:
PopGte5y_LivPMSA2000_SameHs95	Population 5 years and over: Living in an MSA/PMSA in 2000: Same house in 1995
PopGte5y_LivPMSA2000_DiffHs95	Population 5 years and over: Living in an MSA/PMSA in 2000: Different house in 1995:
PopGte5y_LivPMSA2000_DiffHs95_InUS95	Population 5 years and over: Living in an MSA/PMSA in 2000: Different house in 1995: In United States in 1995:
PopGte5y_LivPMSA2000_DiffHs95_InUS95_SamePMSA95	Population 5 years and over: Living in an MSA/PMSA in 2000: Different house in 1995: In United States in 1995: Same MSA/PMSA in 1995:
PopGte5y_LivPMSA2000_DiffHs95_InUS95_SamePMSA95_CentCity	Population 5 years and over: Living in an MSA/PMSA in 2000: Different house in 1995: In United States in 1995: Same MSA/PMSA in 1995: Central city
PopGte5y_LivPMSA2000_DiffHs95_InUS95_SamePMSA95_RemThisPMSA	Population 5 years and over: Living in an MSA/PMSA in 2000: Different house in 1995: In United States in 1995: Same MSA/PMSA in 1995: Remainder of this MSA/PMSA
PopGte5y_LivPMSA2000_DiffHs95_InUS95_DiffPMSA95	Population 5 years and over: Living in an MSA/PMSA in 2000: Different house in 1995: In United States in 1995: Different MSA/PMSA in 1995:
PopGte5y_LivPMSA2000_DiffHs95_InUS95_DiffPMSA95_CentCity	Population 5 years and over: Living in an MSA/PMSA in 2000: Different house in 1995: In United States in 1995: Different MSA/PMSA in 1995: Central city
PopGte5y_LivPMSA2000_DiffHs95_InUS95_DiffPMSA95_RemDiffPMSA	Population 5 years and over: Living in an MSA/PMSA in 2000: Different house in 1995: In United States in 1995: Different MSA/PMSA in 1995: Remainder of different MSA/PMSA
PopGte5y_LivPMSA2000_DiffHs95_InUS95_NotPMSA95	Population 5 years and over: Living in an MSA/PMSA in 2000: Different house in 1995: In United States in 1995: Not in an MSA/PMSA in 1995
PopGte5y_LivPMSA2000_DiffHs95_PRico95	Population 5 years and over: Living in an MSA/PMSA in 2000: Different house in 1995: In Puerto Rico in 1995:
PopGte5y_LivPMSA2000_DiffHs95_PRico95_SamePMSA95	Population 5 years and over: Living in an MSA/PMSA in 2000: Different house in 1995: In Puerto Rico in 1995: Same MSA/PMSA in 1995:
PopGte5y_LivPMSA2000_DiffHs95_PRico95_SamePMSA95_CentCity	Population 5 years and over: Living in an MSA/PMSA in 2000: Different house in 1995: In Puerto Rico in 1995: Same MSA/PMSA in 1995: Central city
PopGte5y_LivPMSA2000_DiffHs95_PRico95_SamePMSA95_RemThisPMSA	Population 5 years and over: Living in an MSA/PMSA in 2000: Different house in 1995: In Puerto Rico in 1995: Same MSA/PMSA in 1995: Remainder of this MSA/PMSA
PopGte5y_LivPMSA2000_DiffHs95_PRico95_DiffPMSA95	Population 5 years and over: Living in an MSA/PMSA in 2000: Different house in 1995: In Puerto Rico in 1995: Different MSA/PMSA in 1995:
PopGte5y_LivPMSA2000_DiffHs95_PRico95_DiffPMSA95_CentCity	Population 5 years and over: Living in an MSA/PMSA in 2000: Different house in 1995: In Puerto Rico in 1995: Different MSA/PMSA in 1995: Central city
PopGte5y_LivPMSA2000_DiffHs95_PRico95_DiffPMSA95_RemDiffPMSA	Population 5 years and over: Living in an MSA/PMSA in 2000: Different house in 1995: In Puerto Rico in 1995: Different MSA/PMSA in 1995: Remainder of different MSA/PMSA
PopGte5y_LivPMSA2000_DiffHs95_PRico95_NotPMSA95	Population 5 years and over: Living in an MSA/PMSA in 2000: Different house in 1995: In Puerto Rico in 1995: Not in an MSA/PMSA in 1995
PopGte5y_LivPMSA2000_DiffHs95_Else95	Population 5 years and over: Living in an MSA/PMSA in 2000: Different house in 1995: Elsewhere in 1995
PopGte5y_NotLivPMSA2000	Population 5 years and over: Not living in an MSA/PMSA in 2000:
PopGte5y_NotLivPMSA2000_SameHs95	Population 5 years and over: Not living in an MSA/PMSA in 2000: Same house in 1995
PopGte5y_NotLivPMSA2000_DiffHs95	Population 5 years and over: Not living in an MSA/PMSA in 2000: Different house in 1995:
PopGte5y_NotLivPMSA2000_DiffHs95_InUS95	Population 5 years and over: Not living in an MSA/PMSA in 2000: Different house in 1995: In United States in 1995:
PopGte5y_NotLivPMSA2000_DiffHs95_InUS95_InPMSA95	Population 5 years and over: Not living in an MSA/PMSA in 2000: Different house in 1995: In United States in 1995: In an MSA/PMSA in 1995:
PopGte5y_NotLivPMSA2000_DiffHs95_InUS95_InPMSA95_CentCity	Population 5 years and over: Not living in an MSA/PMSA in 2000: Different house in 1995: In United States in 1995: In an MSA/PMSA in 1995: Central city
PopGte5y_NotLivPMSA2000_DiffHs95_InUS95_InPMSA95_RemPMSA	Population 5 years and over: Not living in an MSA/PMSA in 2000: Different house in 1995: In United States in 1995: In an MSA/PMSA in 1995: Remainder of MSA/PMSA
PopGte5y_NotLivPMSA2000_DiffHs95_InUS95_NotPMSA95	Population 5 years and over: Not living in an MSA/PMSA in 2000: Different house in 1995: In United States in 1995: Not in an MSA/PMSA in 1995
PopGte5y_NotLivPMSA2000_DiffHs95_PRico95	Population 5 years and over: Not living in an MSA/PMSA in 2000: Different house in 1995: In Puerto Rico in 1995:
PopGte5y_NotLivPMSA2000_DiffHs95_PRico95_InPMSA95	Population 5 years and over: Not living in an MSA/PMSA in 2000: Different house in 1995: In Puerto Rico in 1995: In an MSA/PMSA in 1995:
PopGte5y_NotLivPMSA2000_DiffHs95_PRico95_InPMSA95_CentCity	Population 5 years and over: Not living in an MSA/PMSA in 2000: Different house in 1995: In Puerto Rico in 1995: In an MSA/PMSA in 1995: Central city
PopGte5y_NotLivPMSA2000_DiffHs95_PRico95_InPMSA95_RemPMSA	Population 5 years and over: Not living in an MSA/PMSA in 2000: Different house in 1995: In Puerto Rico in 1995: In an MSA/PMSA in 1995: Remainder of MSA/PMSA
PopGte5y_NotLivPMSA2000_DiffHs95_PRico95_NotPMSA95	Population 5 years and over: Not living in an MSA/PMSA in 2000: Different house in 1995: In Puerto Rico in 1995: Not in an MSA/PMSA in 1995
PopGte5y_NotLivPMSA2000_DiffHs95_Else95	Population 5 years and over: Not living in an MSA/PMSA in 2000: Different house in 1995: Elsewhere in 1995
WrkrsGte16y_Tot	Workers 16 years and over: Total:
WrkrsGte16y_WrkdStRes	Workers 16 years and over: Worked in state of residence:
WrkrsGte16y_WrkdStRes_WrkdCntyRes	Workers 16 years and over: Worked in state of residence: Worked in county of residence
WrkrsGte16y_WrkdStRes_WrkdOutCntyRes	Workers 16 years and over: Worked in state of residence: Worked outside county of residence
WrkrsGte16y_WrkdOutStRes	Workers 16 years and over: Worked outside state of residence
WrkrsGte16y_Tot	Workers 16 years and over: Total:
WrkrsGte16y_LivPlace	Workers 16 years and over: Living in a place:
WrkrsGte16y_LivPlace_WrkdPlaceRes	Workers 16 years and over: Living in a place: Worked in place of residence
WrkrsGte16y_LivPlace_WrkdOutPlaceRes	Workers 16 years and over: Living in a place: Worked outside place of residence
WrkrsGte16y_NotLivPlace	Workers 16 years and over: Not living in a place
WrkrsGte16y_Tot	Workers 16 years and over: Total:
WrkrsGte16y_LivPMSA	Workers 16 years and over: Living in an MSA/PMSA:
WrkrsGte16y_LivPMSA_LivCentCity	Workers 16 years and over: Living in an MSA/PMSA: Living in a central city:
WrkrsGte16y_LivPMSA_LivCentCity_WrkdPMSAres	Workers 16 years and over: Living in an MSA/PMSA: Living in a central city: Worked in MSA/PMSA of residence:
WrkrsGte16y_LivPMSA_LivCentCity_WrkdPMSAres_CentCity	Workers 16 years and over: Living in an MSA/PMSA: Living in a central city: Worked in MSA/PMSA of residence: Central city
WrkrsGte16y_LivPMSA_LivCentCity_WrkdPMSAres_RemThisPMSA	Workers 16 years and over: Living in an MSA/PMSA: Living in a central city: Worked in MSA/PMSA of residence: Remainder of this MSA/PMSA
WrkrsGte16y_LivPMSA_LivCentCity_WrkdOutPMSAres	Workers 16 years and over: Living in an MSA/PMSA: Living in a central city: Worked outside MSA/PMSA of residence:
WrkrsGte16y_LivPMSA_LivCentCity_WrkdOutPMSAres_WrkdDiffPMSA	Workers 16 years and over: Living in an MSA/PMSA: Living in a central city: Worked outside MSA/PMSA of residence: Worked in a different MSA/PMSA:
WrkrsGte16y_LivPMSA_LivCentCity_WrkdOutPMSAres_WrkdDiffPMSA_C_000	Workers 16 years and over: Living in an MSA/PMSA: Living in a central city: Worked outside MSA/PMSA of residence: Worked in a different MSA/PMSA: Central city
WrkrsGte16y_LivPMSA_LivCentCity_WrkdOutPMSAres_WrkdDiffPMSA_R_001	Workers 16 years and over: Living in an MSA/PMSA: Living in a central city: Worked outside MSA/PMSA of residence: Worked in a different MSA/PMSA: Remainder of different MSA/PMSA
WrkrsGte16y_LivPMSA_LivCentCity_WrkdOutPMSAres_WrkdOutAnyPMSA	Workers 16 years and over: Living in an MSA/PMSA: Living in a central city: Worked outside MSA/PMSA of residence: Worked outside any MSA/PMSA
