ZipCode	Zip Code
LogRecNum	Logical Record Number
OwnOcpHsUntHhGte2Rce_Tot	Specified owner-occupied housing units with a householder who is Two or more races: Total:
OwnOcpHsUntHhGte2Rce_HsUntMort	Specified owner-occupied housing units with a householder who is Two or more races: Housing units with a mortgage:
OwnOcpHsUntHhGte2Rce_HsUntMort_Lt10.0pct	Specified owner-occupied housing units with a householder who is Two or more races: Housing units with a mortgage: Less than 10.0 percent
OwnOcpHsUntHhGte2Rce_HsUntMort_10.0to14.9pct	Specified owner-occupied housing units with a householder who is Two or more races: Housing units with a mortgage: 10.0 to 14.9 percent
OwnOcpHsUntHhGte2Rce_HsUntMort_15.0to19.9pct	Specified owner-occupied housing units with a householder who is Two or more races: Housing units with a mortgage: 15.0 to 19.9 percent
OwnOcpHsUntHhGte2Rce_HsUntMort_20.0to24.9pct	Specified owner-occupied housing units with a householder who is Two or more races: Housing units with a mortgage: 20.0 to 24.9 percent
OwnOcpHsUntHhGte2Rce_HsUntMort_25.0to29.9pct	Specified owner-occupied housing units with a householder who is Two or more races: Housing units with a mortgage: 25.0 to 29.9 percent
OwnOcpHsUntHhGte2Rce_HsUntMort_30.0to34.9pct	Specified owner-occupied housing units with a householder who is Two or more races: Housing units with a mortgage: 30.0 to 34.9 percent
OwnOcpHsUntHhGte2Rce_HsUntMort_35.0to39.9pct	Specified owner-occupied housing units with a householder who is Two or more races: Housing units with a mortgage: 35.0 to 39.9 percent
OwnOcpHsUntHhGte2Rce_HsUntMort_40.0to49.9pct	Specified owner-occupied housing units with a householder who is Two or more races: Housing units with a mortgage: 40.0 to 49.9 percent
OwnOcpHsUntHhGte2Rce_HsUntMort_Gte50pct	Specified owner-occupied housing units with a householder who is Two or more races: Housing units with a mortgage: 50.0 percent or more
OwnOcpHsUntHhGte2Rce_HsUntMort_NotComp	Specified owner-occupied housing units with a householder who is Two or more races: Housing units with a mortgage: Not computed
OwnOcpHsUntHhGte2Rce_HsUntNoMort	Specified owner-occupied housing units with a householder who is Two or more races: Housing units without a mortgage:
OwnOcpHsUntHhGte2Rce_HsUntNoMort_Lt10.0pct	Specified owner-occupied housing units with a householder who is Two or more races: Housing units without a mortgage: Less than 10.0 percent
OwnOcpHsUntHhGte2Rce_HsUntNoMort_10.0to14.9pct	Specified owner-occupied housing units with a householder who is Two or more races: Housing units without a mortgage: 10.0 to 14.9 percent
OwnOcpHsUntHhGte2Rce_HsUntNoMort_15.0to19.9pct	Specified owner-occupied housing units with a householder who is Two or more races: Housing units without a mortgage: 15.0 to 19.9 percent
OwnOcpHsUntHhGte2Rce_HsUntNoMort_20.0to24.9pct	Specified owner-occupied housing units with a householder who is Two or more races: Housing units without a mortgage: 20.0 to 24.9 percent
OwnOcpHsUntHhGte2Rce_HsUntNoMort_25.0to29.9pct	Specified owner-occupied housing units with a householder who is Two or more races: Housing units without a mortgage: 25.0 to 29.9 percent
OwnOcpHsUntHhGte2Rce_HsUntNoMort_30.0to34.9pct	Specified owner-occupied housing units with a householder who is Two or more races: Housing units without a mortgage: 30.0 to 34.9 percent
OwnOcpHsUntHhGte2Rce_HsUntNoMort_35.0to39.9pct	Specified owner-occupied housing units with a householder who is Two or more races: Housing units without a mortgage: 35.0 to 39.9 percent
OwnOcpHsUntHhGte2Rce_HsUntNoMort_40.0to49.9pct	Specified owner-occupied housing units with a householder who is Two or more races: Housing units without a mortgage: 40.0 to 49.9 percent
OwnOcpHsUntHhGte2Rce_HsUntNoMort_Gte50pct	Specified owner-occupied housing units with a householder who is Two or more races: Housing units without a mortgage: 50.0 percent or more
