ZipCode	Zip Code
LogRecNum	Logical Record Number
Fam_Tot	Families: Total:
Fam_MrdCplFam	Families: Married-couple family:
Fam_MrdCplFam_WOwnChldLt18y	Families: Married-couple family: With own children under 18 years:
Fam_MrdCplFam_WOwnChldLt18y_LtUsd10k	Families: Married-couple family: With own children under 18 years: Less than $10,000
Fam_MrdCplFam_WOwnChldLt18y_Usd10kto15k	Families: Married-couple family: With own children under 18 years: $10,000 to $14,999
Fam_MrdCplFam_WOwnChldLt18y_Usd15kto20k	Families: Married-couple family: With own children under 18 years: $15,000 to $19,999
Fam_MrdCplFam_WOwnChldLt18y_Usd20kto25k	Families: Married-couple family: With own children under 18 years: $20,000 to $24,999
Fam_MrdCplFam_WOwnChldLt18y_Usd25kto30k	Families: Married-couple family: With own children under 18 years: $25,000 to $29,999
Fam_MrdCplFam_WOwnChldLt18y_Usd30kto35k	Families: Married-couple family: With own children under 18 years: $30,000 to $34,999
Fam_MrdCplFam_WOwnChldLt18y_Usd35kto40k	Families: Married-couple family: With own children under 18 years: $35,000 to $39,999
Fam_MrdCplFam_WOwnChldLt18y_Usd40kto45k	Families: Married-couple family: With own children under 18 years: $40,000 to $44,999
Fam_MrdCplFam_WOwnChldLt18y_Usd45kto50k	Families: Married-couple family: With own children under 18 years: $45,000 to $49,999
Fam_MrdCplFam_WOwnChldLt18y_Usd50kto60k	Families: Married-couple family: With own children under 18 years: $50,000 to $59,999
Fam_MrdCplFam_WOwnChldLt18y_Usd60kto75k	Families: Married-couple family: With own children under 18 years: $60,000 to $74,999
Fam_MrdCplFam_WOwnChldLt18y_Usd75kto100k	Families: Married-couple family: With own children under 18 years: $75,000 to $99,999
Fam_MrdCplFam_WOwnChldLt18y_Usd100kto125k	Families: Married-couple family: With own children under 18 years: $100,000 to $124,999
Fam_MrdCplFam_WOwnChldLt18y_Usd125kto150k	Families: Married-couple family: With own children under 18 years: $125,000 to $149,999
Fam_MrdCplFam_WOwnChldLt18y_Usd150kto200k	Families: Married-couple family: With own children under 18 years: $150,000 to $199,999
Fam_MrdCplFam_WOwnChldLt18y_Usd200korM	Families: Married-couple family: With own children under 18 years: $200,000 or more
Fam_MrdCplFam_NoOwnChldLt18y	Families: Married-couple family: No own children under 18 years:
Fam_MrdCplFam_NoOwnChldLt18y_LtUsd10k	Families: Married-couple family: No own children under 18 years: Less than $10,000
Fam_MrdCplFam_NoOwnChldLt18y_Usd10kto15k	Families: Married-couple family: No own children under 18 years: $10,000 to $14,999
Fam_MrdCplFam_NoOwnChldLt18y_Usd15kto20k	Families: Married-couple family: No own children under 18 years: $15,000 to $19,999
Fam_MrdCplFam_NoOwnChldLt18y_Usd20kto25k	Families: Married-couple family: No own children under 18 years: $20,000 to $24,999
Fam_MrdCplFam_NoOwnChldLt18y_Usd25kto30k	Families: Married-couple family: No own children under 18 years: $25,000 to $29,999
Fam_MrdCplFam_NoOwnChldLt18y_Usd30kto35k	Families: Married-couple family: No own children under 18 years: $30,000 to $34,999
Fam_MrdCplFam_NoOwnChldLt18y_Usd35kto40k	Families: Married-couple family: No own children under 18 years: $35,000 to $39,999
Fam_MrdCplFam_NoOwnChldLt18y_Usd40kto45k	Families: Married-couple family: No own children under 18 years: $40,000 to $44,999
Fam_MrdCplFam_NoOwnChldLt18y_Usd45kto50k	Families: Married-couple family: No own children under 18 years: $45,000 to $49,999
Fam_MrdCplFam_NoOwnChldLt18y_Usd50kto60k	Families: Married-couple family: No own children under 18 years: $50,000 to $59,999
Fam_MrdCplFam_NoOwnChldLt18y_Usd60kto75k	Families: Married-couple family: No own children under 18 years: $60,000 to $74,999
Fam_MrdCplFam_NoOwnChldLt18y_Usd75kto100k	Families: Married-couple family: No own children under 18 years: $75,000 to $99,999
Fam_MrdCplFam_NoOwnChldLt18y_Usd100kto125k	Families: Married-couple family: No own children under 18 years: $100,000 to $124,999
Fam_MrdCplFam_NoOwnChldLt18y_Usd125kto150k	Families: Married-couple family: No own children under 18 years: $125,000 to $149,999
Fam_MrdCplFam_NoOwnChldLt18y_Usd150kto200k	Families: Married-couple family: No own children under 18 years: $150,000 to $199,999
Fam_MrdCplFam_NoOwnChldLt18y_Usd200korM	Families: Married-couple family: No own children under 18 years: $200,000 or more
Fam_OthFam	Families: Other family:
Fam_OthFam_MleHhNoWife	Families: Other family: Male householder, no wife present:
Fam_OthFam_MleHhNoWife_WOwnChldLt18y	Families: Other family: Male householder, no wife present: With own children under 18 years:
Fam_OthFam_MleHhNoWife_WOwnChldLt18y_LtUsd10k	Families: Other family: Male householder, no wife present: With own children under 18 years: Less than $10,000
Fam_OthFam_MleHhNoWife_WOwnChldLt18y_Usd10kto15k	Families: Other family: Male householder, no wife present: With own children under 18 years: $10,000 to $14,999
