ZipCode	Zip Code
LogRecNum	Logical Record Number
FrgnBornPop_Tot	Foreign-born population: Total:
FrgnBornPop_Eur	Foreign-born population: Europe:
FrgnBornPop_Eur_YearEntry90toMar2000	Foreign-born population: Europe: Year of entry 1990 to March 2000:
FrgnBornPop_Eur_YearEntry90toMar2000_NatlzdCit	Foreign-born population: Europe: Year of entry 1990 to March 2000: Naturalized citizen
FrgnBornPop_Eur_YearEntry90toMar2000_NotCitzn	Foreign-born population: Europe: Year of entry 1990 to March 2000: Not a citizen
FrgnBornPop_Eur_YearEntry80to89	Foreign-born population: Europe: Year of entry 1980 to 1989:
FrgnBornPop_Eur_YearEntry80to89_NatlzdCit	Foreign-born population: Europe: Year of entry 1980 to 1989: Naturalized citizen
FrgnBornPop_Eur_YearEntry80to89_NotCitzn	Foreign-born population: Europe: Year of entry 1980 to 1989: Not a citizen
FrgnBornPop_Eur_YearEntryBef80	Foreign-born population: Europe: Year of entry before 1980:
FrgnBornPop_Eur_YearEntryBef80_NatlzdCit	Foreign-born population: Europe: Year of entry before 1980: Naturalized citizen
FrgnBornPop_Eur_YearEntryBef80_NotCitzn	Foreign-born population: Europe: Year of entry before 1980: Not a citizen
FrgnBornPop_Asia	Foreign-born population: Asia:
FrgnBornPop_Asia_YearEntry90toMar2000	Foreign-born population: Asia: Year of entry 1990 to March 2000:
FrgnBornPop_Asia_YearEntry90toMar2000_NatlzdCit	Foreign-born population: Asia: Year of entry 1990 to March 2000: Naturalized citizen
FrgnBornPop_Asia_YearEntry90toMar2000_NotCitzn	Foreign-born population: Asia: Year of entry 1990 to March 2000: Not a citizen
FrgnBornPop_Asia_YearEntry80to89	Foreign-born population: Asia: Year of entry 1980 to 1989:
FrgnBornPop_Asia_YearEntry80to89_NatlzdCit	Foreign-born population: Asia: Year of entry 1980 to 1989: Naturalized citizen
FrgnBornPop_Asia_YearEntry80to89_NotCitzn	Foreign-born population: Asia: Year of entry 1980 to 1989: Not a citizen
FrgnBornPop_Asia_YearEntryBef80	Foreign-born population: Asia: Year of entry before 1980:
FrgnBornPop_Asia_YearEntryBef80_NatlzdCit	Foreign-born population: Asia: Year of entry before 1980: Naturalized citizen
FrgnBornPop_Asia_YearEntryBef80_NotCitzn	Foreign-born population: Asia: Year of entry before 1980: Not a citizen
FrgnBornPop_Africa	Foreign-born population: Africa:
FrgnBornPop_Africa_YearEntry90toMar2000	Foreign-born population: Africa: Year of entry 1990 to March 2000:
FrgnBornPop_Africa_YearEntry90toMar2000_NatlzdCit	Foreign-born population: Africa: Year of entry 1990 to March 2000: Naturalized citizen
FrgnBornPop_Africa_YearEntry90toMar2000_NotCitzn	Foreign-born population: Africa: Year of entry 1990 to March 2000: Not a citizen
FrgnBornPop_Africa_YearEntry80to89	Foreign-born population: Africa: Year of entry 1980 to 1989:
FrgnBornPop_Africa_YearEntry80to89_NatlzdCit	Foreign-born population: Africa: Year of entry 1980 to 1989: Naturalized citizen
FrgnBornPop_Africa_YearEntry80to89_NotCitzn	Foreign-born population: Africa: Year of entry 1980 to 1989: Not a citizen
FrgnBornPop_Africa_YearEntryBef80	Foreign-born population: Africa: Year of entry before 1980:
FrgnBornPop_Africa_YearEntryBef80_NatlzdCit	Foreign-born population: Africa: Year of entry before 1980: Naturalized citizen
FrgnBornPop_Africa_YearEntryBef80_NotCitzn	Foreign-born population: Africa: Year of entry before 1980: Not a citizen
FrgnBornPop_Oceania	Foreign-born population: Oceania:
FrgnBornPop_Oceania_YearEntry90toMar2000	Foreign-born population: Oceania: Year of entry 1990 to March 2000:
FrgnBornPop_Oceania_YearEntry90toMar2000_NatlzdCit	Foreign-born population: Oceania: Year of entry 1990 to March 2000: Naturalized citizen
FrgnBornPop_Oceania_YearEntry90toMar2000_NotCitzn	Foreign-born population: Oceania: Year of entry 1990 to March 2000: Not a citizen
FrgnBornPop_Oceania_YearEntry80to89	Foreign-born population: Oceania: Year of entry 1980 to 1989:
FrgnBornPop_Oceania_YearEntry80to89_NatlzdCit	Foreign-born population: Oceania: Year of entry 1980 to 1989: Naturalized citizen
FrgnBornPop_Oceania_YearEntry80to89_NotCitzn	Foreign-born population: Oceania: Year of entry 1980 to 1989: Not a citizen
FrgnBornPop_Oceania_YearEntryBef80	Foreign-born population: Oceania: Year of entry before 1980:
FrgnBornPop_Oceania_YearEntryBef80_NatlzdCit	Foreign-born population: Oceania: Year of entry before 1980: Naturalized citizen
FrgnBornPop_Oceania_YearEntryBef80_NotCitzn	Foreign-born population: Oceania: Year of entry before 1980: Not a citizen
FrgnBornPop_Amer	Foreign-born population: Americas:
FrgnBornPop_Amer_LatAmer	Foreign-born population: Americas: Latin America:
FrgnBornPop_Amer_LatAmer_Carib	Foreign-born population: Americas: Latin America: Caribbean:
FrgnBornPop_Amer_LatAmer_Carib_YearEntry90toMar2000	Foreign-born population: Americas: Latin America: Caribbean: Year of entry 1990 to March 2000:
FrgnBornPop_Amer_LatAmer_Carib_YearEntry90toMar2000_NatlzdCit	Foreign-born population: Americas: Latin America: Caribbean: Year of entry 1990 to March 2000: Naturalized citizen
FrgnBornPop_Amer_LatAmer_Carib_YearEntry90toMar2000_NotCitzn	Foreign-born population: Americas: Latin America: Caribbean: Year of entry 1990 to March 2000: Not a citizen
