ZipCode	Zip Code
LogRecNum	Logical Record Number
HH_Tot	Households: Total:
HH_UnmarriedPartHH	Households: Unmarried-partner households:
HH_UnmarriedPartHH_MleHhMlePart	Households: Unmarried-partner households: Male householder and male partner
HH_UnmarriedPartHH_MleHhFemPart	Households: Unmarried-partner households: Male householder and female partner
HH_UnmarriedPartHH_FemHhFemPart	Households: Unmarried-partner households: Female householder and female partner
HH_UnmarriedPartHH_FemHhMlePart	Households: Unmarried-partner households: Female householder and male partner
HH_AllOthHH	Households: All other households
NFamHH_Tot	Nonfamily households: Total:
NFamHH_MleHh	Nonfamily households: Male householder:
NFamHH_MleHh_LivAln	Nonfamily households: Male householder: Living alone:
NFamHH_MleHh_LivAln_Hh15to64y	Nonfamily households: Male householder: Living alone: Householder 15 to 64 years
NFamHH_MleHh_LivAln_HhGte65y	Nonfamily households: Male householder: Living alone: Householder 65 years and over
NFamHH_MleHh_NotLivAln	Nonfamily households: Male householder: Not living alone:
NFamHH_MleHh_NotLivAln_Hh15to64y	Nonfamily households: Male householder: Not living alone: Householder 15 to 64 years
NFamHH_MleHh_NotLivAln_HhGte65y	Nonfamily households: Male householder: Not living alone: Householder 65 years and over
NFamHH_FemHh	Nonfamily households: Female householder:
NFamHH_FemHh_LivAln	Nonfamily households: Female householder: Living alone:
NFamHH_FemHh_LivAln_Hh15to64y	Nonfamily households: Female householder: Living alone: Householder 15 to 64 years
NFamHH_FemHh_LivAln_HhGte65y	Nonfamily households: Female householder: Living alone: Householder 65 years and over
NFamHH_FemHh_NotLivAln	Nonfamily households: Female householder: Not living alone:
NFamHH_FemHh_NotLivAln_Hh15to64y	Nonfamily households: Female householder: Not living alone: Householder 15 to 64 years
NFamHH_FemHh_NotLivAln_HhGte65y	Nonfamily households: Female householder: Not living alone: Householder 65 years and over
Fam_Tot	Families: Total:
Fam_MrdCplFam	Families: Married-couple family:
Fam_MrdCplFam_Hh15to24y	Families: Married-couple family: Householder 15 to 24 years
Fam_MrdCplFam_Hh25to34y	Families: Married-couple family: Householder 25 to 34 years
Fam_MrdCplFam_Hh35to44y	Families: Married-couple family: Householder 35 to 44 years
Fam_MrdCplFam_Hh45to54y	Families: Married-couple family: Householder 45 to 54 years
Fam_MrdCplFam_Hh55to59y	Families: Married-couple family: Householder 55 to 59 years
Fam_MrdCplFam_Hh60to64y	Families: Married-couple family: Householder 60 to 64 years
Fam_MrdCplFam_Hh65to74y	Families: Married-couple family: Householder 65 to 74 years
Fam_MrdCplFam_HhGte75y	Families: Married-couple family: Householder 75 years and over
Fam_OthFam	Families: Other family:
Fam_OthFam_MleHhNoWife	Families: Other family: Male householder, no wife present:
Fam_OthFam_MleHhNoWife_Hh15to24y	Families: Other family: Male householder, no wife present: Householder 15 to 24 years
Fam_OthFam_MleHhNoWife_Hh25to34y	Families: Other family: Male householder, no wife present: Householder 25 to 34 years
Fam_OthFam_MleHhNoWife_Hh35to44y	Families: Other family: Male householder, no wife present: Householder 35 to 44 years
Fam_OthFam_MleHhNoWife_Hh45to54y	Families: Other family: Male householder, no wife present: Householder 45 to 54 years
Fam_OthFam_MleHhNoWife_Hh55to59y	Families: Other family: Male householder, no wife present: Householder 55 to 59 years
Fam_OthFam_MleHhNoWife_Hh60to64y	Families: Other family: Male householder, no wife present: Householder 60 to 64 years
Fam_OthFam_MleHhNoWife_Hh65to74y	Families: Other family: Male householder, no wife present: Householder 65 to 74 years
Fam_OthFam_MleHhNoWife_HhGte75y	Families: Other family: Male householder, no wife present: Householder 75 years and over
Fam_OthFam_FemHhNoHusb	Families: Other family: Female householder, no husband present:
Fam_OthFam_FemHhNoHusb_Hh15to24y	Families: Other family: Female householder, no husband present: Householder 15 to 24 years
Fam_OthFam_FemHhNoHusb_Hh25to34y	Families: Other family: Female householder, no husband present: Householder 25 to 34 years
Fam_OthFam_FemHhNoHusb_Hh35to44y	Families: Other family: Female householder, no husband present: Householder 35 to 44 years
Fam_OthFam_FemHhNoHusb_Hh45to54y	Families: Other family: Female householder, no husband present: Householder 45 to 54 years
Fam_OthFam_FemHhNoHusb_Hh55to59y	Families: Other family: Female householder, no husband present: Householder 55 to 59 years
Fam_OthFam_FemHhNoHusb_Hh60to64y	Families: Other family: Female householder, no husband present: Householder 60 to 64 years
Fam_OthFam_FemHhNoHusb_Hh65to74y	Families: Other family: Female householder, no husband present: Householder 65 to 74 years
Fam_OthFam_FemHhNoHusb_HhGte75y	Families: Other family: Female householder, no husband present: Householder 75 years and over
SubFam_Tot	Subfamilies: Total:
SubFam_MrdCplSubFam	Subfamilies: Married-couple subfamily:
SubFam_MrdCplSubFam_WOwnChldLt18y	Subfamilies: Married-couple subfamily: With own children under 18 years
SubFam_MrdCplSubFam_NoOwnChldLt18y	Subfamilies: Married-couple subfamily: No own children under 18 years
SubFam_MothChldSubFam	Subfamilies: Mother-child subfamily
SubFam_FatherChldSubFam	Subfamilies: Father-child subfamily
PopSubFam_Tot	Population in subfamilies: Total:
PopSubFam_MrdCplSubFam	Population in subfamilies: In married-couple subfamilies:
PopSubFam_MrdCplSubFam_HusbWifeSubFamNoChld	Population in subfamilies: In married-couple subfamilies: Husband/wife in a subfamily with no children present
PopSubFam_MrdCplSubFam_HusbWifeSubFamChldPres	Population in subfamilies: In married-couple subfamilies: Husband/wife in a subfamily with children present
PopSubFam_MrdCplSubFam_Child	Population in subfamilies: In married-couple subfamilies: Child
PopSubFam_MothChldSubFam	Population in subfamilies: In mother-child subfamilies:
PopSubFam_MothChldSubFam_Prnt	Population in subfamilies: In mother-child subfamilies: Parent
PopSubFam_MothChldSubFam_Child	Population in subfamilies: In mother-child subfamilies: Child
PopSubFam_FathChldSubFam	Population in subfamilies: In father-child subfamilies:
PopSubFam_FathChldSubFam_Prnt	Population in subfamilies: In father-child subfamilies: Parent
PopSubFam_FathChldSubFam_Child	Population in subfamilies: In father-child subfamilies: Child
HH_Tot	Households: Total:
HH_NoSubFam	Households: No subfamilies
HH_1SubFam	Households: 1 subfamily
HH_2SubFam	Households: 2 subfamilies
HH_3SubFam	Households: 3 subfamilies
HH_Gte4SubFam	Households: 4 or more subfamilies
PopGte15y_Tot	Population 15 years and over: Total:
PopGte15y_Mle	Population 15 years and over: Male:
PopGte15y_Mle_NevMrd	Population 15 years and over: Male: Never married:
PopGte15y_Mle_NevMrd_15to17y	Population 15 years and over: Male: Never married: 15 to 17 years
PopGte15y_Mle_NevMrd_18and19y	Population 15 years and over: Male: Never married: 18 and 19 years
PopGte15y_Mle_NevMrd_20to24y	Population 15 years and over: Male: Never married: 20 to 24 years
PopGte15y_Mle_NevMrd_25to29y	Population 15 years and over: Male: Never married: 25 to 29 years
PopGte15y_Mle_NevMrd_30to34y	Population 15 years and over: Male: Never married: 30 to 34 years
PopGte15y_Mle_NevMrd_35to44y	Population 15 years and over: Male: Never married: 35 to 44 years
PopGte15y_Mle_NevMrd_45to54y	Population 15 years and over: Male: Never married: 45 to 54 years
PopGte15y_Mle_NevMrd_55to59y	Population 15 years and over: Male: Never married: 55 to 59 years
PopGte15y_Mle_NevMrd_60to64y	Population 15 years and over: Male: Never married: 60 to 64 years
PopGte15y_Mle_NevMrd_65to74y	Population 15 years and over: Male: Never married: 65 to 74 years
PopGte15y_Mle_NevMrd_75to84y	Population 15 years and over: Male: Never married: 75 to 84 years
