ZipCode	Zip Code
LogRecNum	Logical Record Number
HispPopPovDet_Tot	Hispanic or Latino population for whom poverty status is determined: Total:
HispPopPovDet_Inc99LtPov	Hispanic or Latino population for whom poverty status is determined: Income in 1999 below poverty level:
HispPopPovDet_Inc99LtPov_Lt5y	Hispanic or Latino population for whom poverty status is determined: Income in 1999 below poverty level: Under 5 years
HispPopPovDet_Inc99LtPov_5y	Hispanic or Latino population for whom poverty status is determined: Income in 1999 below poverty level: 5 years
HispPopPovDet_Inc99LtPov_6to11y	Hispanic or Latino population for whom poverty status is determined: Income in 1999 below poverty level: 6 to 11 years
HispPopPovDet_Inc99LtPov_12to17y	Hispanic or Latino population for whom poverty status is determined: Income in 1999 below poverty level: 12 to 17 years
HispPopPovDet_Inc99LtPov_18to64y	Hispanic or Latino population for whom poverty status is determined: Income in 1999 below poverty level: 18 to 64 years
HispPopPovDet_Inc99LtPov_65to74y	Hispanic or Latino population for whom poverty status is determined: Income in 1999 below poverty level: 65 to 74 years
HispPopPovDet_Inc99LtPov_Gte75y	Hispanic or Latino population for whom poverty status is determined: Income in 1999 below poverty level: 75 years and over
HispPopPovDet_Inc99GtePov	Hispanic or Latino population for whom poverty status is determined: Income in 1999 at or above poverty level:
HispPopPovDet_Inc99GtePov_Lt5y	Hispanic or Latino population for whom poverty status is determined: Income in 1999 at or above poverty level: Under 5 years
HispPopPovDet_Inc99GtePov_5y	Hispanic or Latino population for whom poverty status is determined: Income in 1999 at or above poverty level: 5 years
HispPopPovDet_Inc99GtePov_6to11y	Hispanic or Latino population for whom poverty status is determined: Income in 1999 at or above poverty level: 6 to 11 years
HispPopPovDet_Inc99GtePov_12to17y	Hispanic or Latino population for whom poverty status is determined: Income in 1999 at or above poverty level: 12 to 17 years
HispPopPovDet_Inc99GtePov_18to64y	Hispanic or Latino population for whom poverty status is determined: Income in 1999 at or above poverty level: 18 to 64 years
HispPopPovDet_Inc99GtePov_65to74y	Hispanic or Latino population for whom poverty status is determined: Income in 1999 at or above poverty level: 65 to 74 years
HispPopPovDet_Inc99GtePov_Gte75y	Hispanic or Latino population for whom poverty status is determined: Income in 1999 at or above poverty level: 75 years and over
WhtNotHispPopPovDet_Tot	White alone, not Hispanic or Latino population for whom poverty status is determined: Total:
WhtNotHispPopPovDet_Inc99LtPov	White alone, not Hispanic or Latino population for whom poverty status is determined: Income in 1999 below poverty level:
WhtNotHispPopPovDet_Inc99LtPov_Lt5y	White alone, not Hispanic or Latino population for whom poverty status is determined: Income in 1999 below poverty level: Under 5 years
WhtNotHispPopPovDet_Inc99LtPov_5y	White alone, not Hispanic or Latino population for whom poverty status is determined: Income in 1999 below poverty level: 5 years
WhtNotHispPopPovDet_Inc99LtPov_6to11y	White alone, not Hispanic or Latino population for whom poverty status is determined: Income in 1999 below poverty level: 6 to 11 years
WhtNotHispPopPovDet_Inc99LtPov_12to17y	White alone, not Hispanic or Latino population for whom poverty status is determined: Income in 1999 below poverty level: 12 to 17 years
WhtNotHispPopPovDet_Inc99LtPov_18to64y	White alone, not Hispanic or Latino population for whom poverty status is determined: Income in 1999 below poverty level: 18 to 64 years
WhtNotHispPopPovDet_Inc99LtPov_65to74y	White alone, not Hispanic or Latino population for whom poverty status is determined: Income in 1999 below poverty level: 65 to 74 years
WhtNotHispPopPovDet_Inc99LtPov_Gte75y	White alone, not Hispanic or Latino population for whom poverty status is determined: Income in 1999 below poverty level: 75 years and over
WhtNotHispPopPovDet_Inc99GtePov	White alone, not Hispanic or Latino population for whom poverty status is determined: Income in 1999 at or above poverty level:
WhtNotHispPopPovDet_Inc99GtePov_Lt5y	White alone, not Hispanic or Latino population for whom poverty status is determined: Income in 1999 at or above poverty level: Under 5 years
WhtNotHispPopPovDet_Inc99GtePov_5y	White alone, not Hispanic or Latino population for whom poverty status is determined: Income in 1999 at or above poverty level: 5 years
WhtNotHispPopPovDet_Inc99GtePov_6to11y	White alone, not Hispanic or Latino population for whom poverty status is determined: Income in 1999 at or above poverty level: 6 to 11 years
WhtNotHispPopPovDet_Inc99GtePov_12to17y	White alone, not Hispanic or Latino population for whom poverty status is determined: Income in 1999 at or above poverty level: 12 to 17 years
WhtNotHispPopPovDet_Inc99GtePov_18to64y	White alone, not Hispanic or Latino population for whom poverty status is determined: Income in 1999 at or above poverty level: 18 to 64 years
WhtNotHispPopPovDet_Inc99GtePov_65to74y	White alone, not Hispanic or Latino population for whom poverty status is determined: Income in 1999 at or above poverty level: 65 to 74 years
WhtNotHispPopPovDet_Inc99GtePov_Gte75y	White alone, not Hispanic or Latino population for whom poverty status is determined: Income in 1999 at or above poverty level: 75 years and over
FamWHhWht_Tot	Families with a householder who is White alone: Total:
FamWHhWht_Inc99LtPov	Families with a householder who is White alone: Income in 1999 below poverty level:
FamWHhWht_Inc99LtPov_MrdCplFam	Families with a householder who is White alone: Income in 1999 below poverty level: Married-couple family:
FamWHhWht_Inc99LtPov_MrdCplFam_WRelChldLt18y	Families with a householder who is White alone: Income in 1999 below poverty level: Married-couple family: With related children under 18 years:
FamWHhWht_Inc99LtPov_MrdCplFam_WRelChldLt18y_Lt5yOnly	Families with a householder who is White alone: Income in 1999 below poverty level: Married-couple family: With related children under 18 years: Under 5 years only
FamWHhWht_Inc99LtPov_MrdCplFam_WRelChldLt18y_Lt5yand5to17y	Families with a householder who is White alone: Income in 1999 below poverty level: Married-couple family: With related children under 18 years: Under 5 years and 5 to 17 years
FamWHhWht_Inc99LtPov_MrdCplFam_WRelChldLt18y_5to17yOnly	Families with a householder who is White alone: Income in 1999 below poverty level: Married-couple family: With related children under 18 years: 5 to 17 years only
FamWHhWht_Inc99LtPov_MrdCplFam_NoRelChldLt18y	Families with a householder who is White alone: Income in 1999 below poverty level: Married-couple family: No related children under 18 years
FamWHhWht_Inc99LtPov_OthFam	Families with a householder who is White alone: Income in 1999 below poverty level: Other family:
FamWHhWht_Inc99LtPov_OthFam_MleHhNoWife	Families with a householder who is White alone: Income in 1999 below poverty level: Other family: Male householder, no wife present:
FamWHhWht_Inc99LtPov_OthFam_MleHhNoWife_WRelChldLt18y	Families with a householder who is White alone: Income in 1999 below poverty level: Other family: Male householder, no wife present: With related children under 18 years:
FamWHhWht_Inc99LtPov_OthFam_MleHhNoWife_WRelChldLt18y_Lt5yOnly	Families with a householder who is White alone: Income in 1999 below poverty level: Other family: Male householder, no wife present: With related children under 18 years: Under 5 years only
FamWHhWht_Inc99LtPov_OthFam_MleHhNoWife_WRelChldLt18y_Lt5yand_044	Families with a householder who is White alone: Income in 1999 below poverty level: Other family: Male householder, no wife present: With related children under 18 years: Under 5 years and 5 to 17 years
FamWHhWht_Inc99LtPov_OthFam_MleHhNoWife_WRelChldLt18y_5to17yOnly	Families with a householder who is White alone: Income in 1999 below poverty level: Other family: Male householder, no wife present: With related children under 18 years: 5 to 17 years only
FamWHhWht_Inc99LtPov_OthFam_MleHhNoWife_NoRelChldLt18y	Families with a householder who is White alone: Income in 1999 below poverty level: Other family: Male householder, no wife present: No related children under 18 years
FamWHhWht_Inc99LtPov_OthFam_FemHhNoHusb	Families with a householder who is White alone: Income in 1999 below poverty level: Other family: Female householder, no husband present:
FamWHhWht_Inc99LtPov_OthFam_FemHhNoHusb_WRelChldLt18y	Families with a householder who is White alone: Income in 1999 below poverty level: Other family: Female householder, no husband present: With related children under 18 years:
FamWHhWht_Inc99LtPov_OthFam_FemHhNoHusb_WRelChldLt18y_Lt5yOnly	Families with a householder who is White alone: Income in 1999 below poverty level: Other family: Female householder, no husband present: With related children under 18 years: Under 5 years only
FamWHhWht_Inc99LtPov_OthFam_FemHhNoHusb_WRelChldLt18y_Lt5yand_045	Families with a householder who is White alone: Income in 1999 below poverty level: Other family: Female householder, no husband present: With related children under 18 years: Under 5 years and 5 to 17 years
FamWHhWht_Inc99LtPov_OthFam_FemHhNoHusb_WRelChldLt18y_5to17yOnly	Families with a householder who is White alone: Income in 1999 below poverty level: Other family: Female householder, no husband present: With related children under 18 years: 5 to 17 years only
FamWHhWht_Inc99LtPov_OthFam_FemHhNoHusb_NoRelChldLt18y	Families with a householder who is White alone: Income in 1999 below poverty level: Other family: Female householder, no husband present: No related children under 18 years
FamWHhWht_Inc99GtePov	Families with a householder who is White alone: Income in 1999 at or above poverty level:
FamWHhWht_Inc99GtePov_MrdCplFam	Families with a householder who is White alone: Income in 1999 at or above poverty level: Married-couple family:
FamWHhWht_Inc99GtePov_MrdCplFam_WRelChldLt18y	Families with a householder who is White alone: Income in 1999 at or above poverty level: Married-couple family: With related children under 18 years:
FamWHhWht_Inc99GtePov_MrdCplFam_WRelChldLt18y_Lt5yOnly	Families with a householder who is White alone: Income in 1999 at or above poverty level: Married-couple family: With related children under 18 years: Under 5 years only
FamWHhWht_Inc99GtePov_MrdCplFam_WRelChldLt18y_Lt5yand5to17y	Families with a householder who is White alone: Income in 1999 at or above poverty level: Married-couple family: With related children under 18 years: Under 5 years and 5 to 17 years
FamWHhWht_Inc99GtePov_MrdCplFam_WRelChldLt18y_5to17yOnly	Families with a householder who is White alone: Income in 1999 at or above poverty level: Married-couple family: With related children under 18 years: 5 to 17 years only
FamWHhWht_Inc99GtePov_MrdCplFam_NoRelChldLt18y	Families with a householder who is White alone: Income in 1999 at or above poverty level: Married-couple family: No related children under 18 years
FamWHhWht_Inc99GtePov_OthFam	Families with a householder who is White alone: Income in 1999 at or above poverty level: Other family:
FamWHhWht_Inc99GtePov_OthFam_MleHhNoWife	Families with a householder who is White alone: Income in 1999 at or above poverty level: Other family: Male householder, no wife present:
FamWHhWht_Inc99GtePov_OthFam_MleHhNoWife_WRelChldLt18y	Families with a householder who is White alone: Income in 1999 at or above poverty level: Other family: Male householder, no wife present: With related children under 18 years:
FamWHhWht_Inc99GtePov_OthFam_MleHhNoWife_WRelChldLt18y_Lt5yOnly	Families with a householder who is White alone: Income in 1999 at or above poverty level: Other family: Male householder, no wife present: With related children under 18 years: Under 5 years only
FamWHhWht_Inc99GtePov_OthFam_MleHhNoWife_WRelChldLt18y_Lt5yan_046	Families with a householder who is White alone: Income in 1999 at or above poverty level: Other family: Male householder, no wife present: With related children under 18 years: Under 5 years and 5 to 17 years
