ZipCode	Zip Code
AsnPopGte16y_Mle_WrkdFTyear99_WEarn_Usd55kto65k	Asian alone population 16 years and over: Male: Worked full-time, year-round in 1999: With earnings: $55,000 to $64,999
AsnPopGte16y_Mle_WrkdFTyear99_WEarn_Usd65kto75k	Asian alone population 16 years and over: Male: Worked full-time, year-round in 1999: With earnings: $65,000 to $74,999
AsnPopGte16y_Mle_WrkdFTyear99_WEarn_Usd75kto100k	Asian alone population 16 years and over: Male: Worked full-time, year-round in 1999: With earnings: $75,000 to $99,999
AsnPopGte16y_Mle_WrkdFTyear99_WEarn_Usd100korM	Asian alone population 16 years and over: Male: Worked full-time, year-round in 1999: With earnings: $100,000 or more
AsnPopGte16y_Mle_Other	Asian alone population 16 years and over: Male: Other:
AsnPopGte16y_Mle_Other_NoEarn	Asian alone population 16 years and over: Male: Other: No earnings
AsnPopGte16y_Mle_Other_WEarn	Asian alone population 16 years and over: Male: Other: With earnings:
AsnPopGte16y_Mle_Other_WEarn_Usd1kto2.5korL	Asian alone population 16 years and over: Male: Other: With earnings: $1 to $2,499 or loss
AsnPopGte16y_Mle_Other_WEarn_Usd2.5kto5k	Asian alone population 16 years and over: Male: Other: With earnings: $2,500 to $4,999
AsnPopGte16y_Mle_Other_WEarn_Usd5kto7.5k	Asian alone population 16 years and over: Male: Other: With earnings: $5,000 to $7,499
AsnPopGte16y_Mle_Other_WEarn_Usd7.5kto10k	Asian alone population 16 years and over: Male: Other: With earnings: $7,500 to $9,999
AsnPopGte16y_Mle_Other_WEarn_Usd10kto12.5k	Asian alone population 16 years and over: Male: Other: With earnings: $10,000 to $12,499
AsnPopGte16y_Mle_Other_WEarn_Usd12.5kto15k	Asian alone population 16 years and over: Male: Other: With earnings: $12,500 to $14,999
AsnPopGte16y_Mle_Other_WEarn_Usd15kto17.5k	Asian alone population 16 years and over: Male: Other: With earnings: $15,000 to $17,499
AsnPopGte16y_Mle_Other_WEarn_Usd17.5kto20k	Asian alone population 16 years and over: Male: Other: With earnings: $17,500 to $19,999
AsnPopGte16y_Mle_Other_WEarn_Usd20kto22.5k	Asian alone population 16 years and over: Male: Other: With earnings: $20,000 to $22,499
AsnPopGte16y_Mle_Other_WEarn_Usd22.5kto25k	Asian alone population 16 years and over: Male: Other: With earnings: $22,500 to $24,999
AsnPopGte16y_Mle_Other_WEarn_Usd25kto30k	Asian alone population 16 years and over: Male: Other: With earnings: $25,000 to $29,999
AsnPopGte16y_Mle_Other_WEarn_Usd30kto35k	Asian alone population 16 years and over: Male: Other: With earnings: $30,000 to $34,999
AsnPopGte16y_Mle_Other_WEarn_Usd35kto40k	Asian alone population 16 years and over: Male: Other: With earnings: $35,000 to $39,999
AsnPopGte16y_Mle_Other_WEarn_Usd40kto45k	Asian alone population 16 years and over: Male: Other: With earnings: $40,000 to $44,999
AsnPopGte16y_Mle_Other_WEarn_Usd45kto50k	Asian alone population 16 years and over: Male: Other: With earnings: $45,000 to $49,999
AsnPopGte16y_Mle_Other_WEarn_Usd50kto55k	Asian alone population 16 years and over: Male: Other: With earnings: $50,000 to $54,999
AsnPopGte16y_Mle_Other_WEarn_Usd55kto65k	Asian alone population 16 years and over: Male: Other: With earnings: $55,000 to $64,999
AsnPopGte16y_Mle_Other_WEarn_Usd65kto75k	Asian alone population 16 years and over: Male: Other: With earnings: $65,000 to $74,999
AsnPopGte16y_Mle_Other_WEarn_Usd75kto100k	Asian alone population 16 years and over: Male: Other: With earnings: $75,000 to $99,999
AsnPopGte16y_Mle_Other_WEarn_Usd100korM	Asian alone population 16 years and over: Male: Other: With earnings: $100,000 or more
AsnPopGte16y_Fem	Asian alone population 16 years and over: Female:
AsnPopGte16y_Fem_WrkdFTyear99	Asian alone population 16 years and over: Female: Worked full-time, year-round in 1999:
AsnPopGte16y_Fem_WrkdFTyear99_NoEarn	Asian alone population 16 years and over: Female: Worked full-time, year-round in 1999: No earnings
AsnPopGte16y_Fem_WrkdFTyear99_WEarn	Asian alone population 16 years and over: Female: Worked full-time, year-round in 1999: With earnings:
AsnPopGte16y_Fem_WrkdFTyear99_WEarn_Usd1kto2.5korL	Asian alone population 16 years and over: Female: Worked full-time, year-round in 1999: With earnings: $1 to $2,499 or loss
AsnPopGte16y_Fem_WrkdFTyear99_WEarn_Usd2.5kto5k	Asian alone population 16 years and over: Female: Worked full-time, year-round in 1999: With earnings: $2,500 to $4,999
AsnPopGte16y_Fem_WrkdFTyear99_WEarn_Usd5kto7.5k	Asian alone population 16 years and over: Female: Worked full-time, year-round in 1999: With earnings: $5,000 to $7,499
AsnPopGte16y_Fem_WrkdFTyear99_WEarn_Usd7.5kto10k	Asian alone population 16 years and over: Female: Worked full-time, year-round in 1999: With earnings: $7,500 to $9,999
AsnPopGte16y_Fem_WrkdFTyear99_WEarn_Usd10kto12.5k	Asian alone population 16 years and over: Female: Worked full-time, year-round in 1999: With earnings: $10,000 to $12,499
AsnPopGte16y_Fem_WrkdFTyear99_WEarn_Usd12.5kto15k	Asian alone population 16 years and over: Female: Worked full-time, year-round in 1999: With earnings: $12,500 to $14,999
AsnPopGte16y_Fem_WrkdFTyear99_WEarn_Usd15kto17.5k	Asian alone population 16 years and over: Female: Worked full-time, year-round in 1999: With earnings: $15,000 to $17,499
AsnPopGte16y_Fem_WrkdFTyear99_WEarn_Usd17.5kto20k	Asian alone population 16 years and over: Female: Worked full-time, year-round in 1999: With earnings: $17,500 to $19,999
AsnPopGte16y_Fem_WrkdFTyear99_WEarn_Usd20kto22.5k	Asian alone population 16 years and over: Female: Worked full-time, year-round in 1999: With earnings: $20,000 to $22,499
AsnPopGte16y_Fem_WrkdFTyear99_WEarn_Usd22.5kto25k	Asian alone population 16 years and over: Female: Worked full-time, year-round in 1999: With earnings: $22,500 to $24,999
AsnPopGte16y_Fem_WrkdFTyear99_WEarn_Usd25kto30k	Asian alone population 16 years and over: Female: Worked full-time, year-round in 1999: With earnings: $25,000 to $29,999
AsnPopGte16y_Fem_WrkdFTyear99_WEarn_Usd30kto35k	Asian alone population 16 years and over: Female: Worked full-time, year-round in 1999: With earnings: $30,000 to $34,999
AsnPopGte16y_Fem_WrkdFTyear99_WEarn_Usd35kto40k	Asian alone population 16 years and over: Female: Worked full-time, year-round in 1999: With earnings: $35,000 to $39,999
AsnPopGte16y_Fem_WrkdFTyear99_WEarn_Usd40kto45k	Asian alone population 16 years and over: Female: Worked full-time, year-round in 1999: With earnings: $40,000 to $44,999
AsnPopGte16y_Fem_WrkdFTyear99_WEarn_Usd45kto50k	Asian alone population 16 years and over: Female: Worked full-time, year-round in 1999: With earnings: $45,000 to $49,999
AsnPopGte16y_Fem_WrkdFTyear99_WEarn_Usd50kto55k	Asian alone population 16 years and over: Female: Worked full-time, year-round in 1999: With earnings: $50,000 to $54,999
AsnPopGte16y_Fem_WrkdFTyear99_WEarn_Usd55kto65k	Asian alone population 16 years and over: Female: Worked full-time, year-round in 1999: With earnings: $55,000 to $64,999
AsnPopGte16y_Fem_WrkdFTyear99_WEarn_Usd65kto75k	Asian alone population 16 years and over: Female: Worked full-time, year-round in 1999: With earnings: $65,000 to $74,999
AsnPopGte16y_Fem_WrkdFTyear99_WEarn_Usd75kto100k	Asian alone population 16 years and over: Female: Worked full-time, year-round in 1999: With earnings: $75,000 to $99,999
AsnPopGte16y_Fem_WrkdFTyear99_WEarn_Usd100korM	Asian alone population 16 years and over: Female: Worked full-time, year-round in 1999: With earnings: $100,000 or more
AsnPopGte16y_Fem_Other	Asian alone population 16 years and over: Female: Other:
AsnPopGte16y_Fem_Other_NoEarn	Asian alone population 16 years and over: Female: Other: No earnings
AsnPopGte16y_Fem_Other_WEarn	Asian alone population 16 years and over: Female: Other: With earnings:
AsnPopGte16y_Fem_Other_WEarn_Usd1kto2.5korL	Asian alone population 16 years and over: Female: Other: With earnings: $1 to $2,499 or loss
AsnPopGte16y_Fem_Other_WEarn_Usd2.5kto5k	Asian alone population 16 years and over: Female: Other: With earnings: $2,500 to $4,999
AsnPopGte16y_Fem_Other_WEarn_Usd5kto7.5k	Asian alone population 16 years and over: Female: Other: With earnings: $5,000 to $7,499
AsnPopGte16y_Fem_Other_WEarn_Usd7.5kto10k	Asian alone population 16 years and over: Female: Other: With earnings: $7,500 to $9,999
AsnPopGte16y_Fem_Other_WEarn_Usd10kto12.5k	Asian alone population 16 years and over: Female: Other: With earnings: $10,000 to $12,499
AsnPopGte16y_Fem_Other_WEarn_Usd12.5kto15k	Asian alone population 16 years and over: Female: Other: With earnings: $12,500 to $14,999
AsnPopGte16y_Fem_Other_WEarn_Usd15kto17.5k	Asian alone population 16 years and over: Female: Other: With earnings: $15,000 to $17,499
AsnPopGte16y_Fem_Other_WEarn_Usd17.5kto20k	Asian alone population 16 years and over: Female: Other: With earnings: $17,500 to $19,999
AsnPopGte16y_Fem_Other_WEarn_Usd20kto22.5k	Asian alone population 16 years and over: Female: Other: With earnings: $20,000 to $22,499
AsnPopGte16y_Fem_Other_WEarn_Usd22.5kto25k	Asian alone population 16 years and over: Female: Other: With earnings: $22,500 to $24,999
AsnPopGte16y_Fem_Other_WEarn_Usd25kto30k	Asian alone population 16 years and over: Female: Other: With earnings: $25,000 to $29,999
AsnPopGte16y_Fem_Other_WEarn_Usd30kto35k	Asian alone population 16 years and over: Female: Other: With earnings: $30,000 to $34,999
AsnPopGte16y_Fem_Other_WEarn_Usd35kto40k	Asian alone population 16 years and over: Female: Other: With earnings: $35,000 to $39,999
AsnPopGte16y_Fem_Other_WEarn_Usd40kto45k	Asian alone population 16 years and over: Female: Other: With earnings: $40,000 to $44,999
AsnPopGte16y_Fem_Other_WEarn_Usd45kto50k	Asian alone population 16 years and over: Female: Other: With earnings: $45,000 to $49,999
AsnPopGte16y_Fem_Other_WEarn_Usd50kto55k	Asian alone population 16 years and over: Female: Other: With earnings: $50,000 to $54,999
AsnPopGte16y_Fem_Other_WEarn_Usd55kto65k	Asian alone population 16 years and over: Female: Other: With earnings: $55,000 to $64,999
AsnPopGte16y_Fem_Other_WEarn_Usd65kto75k	Asian alone population 16 years and over: Female: Other: With earnings: $65,000 to $74,999
AsnPopGte16y_Fem_Other_WEarn_Usd75kto100k	Asian alone population 16 years and over: Female: Other: With earnings: $75,000 to $99,999
AsnPopGte16y_Fem_Other_WEarn_Usd100korM	Asian alone population 16 years and over: Female: Other: With earnings: $100,000 or more
NatHiPacIslPopGte16y_Tot	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Total:
NatHiPacIslPopGte16y_Mle	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Male:
NatHiPacIslPopGte16y_Mle_WrkdFTyear99	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Male: Worked full-time, year-round in 1999:
NatHiPacIslPopGte16y_Mle_WrkdFTyear99_NoEarn	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Male: Worked full-time, year-round in 1999: No earnings
NatHiPacIslPopGte16y_Mle_WrkdFTyear99_WEarn	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Male: Worked full-time, year-round in 1999: With earnings:
NatHiPacIslPopGte16y_Mle_WrkdFTyear99_WEarn_Usd1kto2.5korL	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Male: Worked full-time, year-round in 1999: With earnings: $1 to $2,499 or loss
NatHiPacIslPopGte16y_Mle_WrkdFTyear99_WEarn_Usd2.5kto5k	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Male: Worked full-time, year-round in 1999: With earnings: $2,500 to $4,999
NatHiPacIslPopGte16y_Mle_WrkdFTyear99_WEarn_Usd5kto7.5k	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Male: Worked full-time, year-round in 1999: With earnings: $5,000 to $7,499
NatHiPacIslPopGte16y_Mle_WrkdFTyear99_WEarn_Usd7.5kto10k	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Male: Worked full-time, year-round in 1999: With earnings: $7,500 to $9,999
NatHiPacIslPopGte16y_Mle_WrkdFTyear99_WEarn_Usd10kto12.5k	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Male: Worked full-time, year-round in 1999: With earnings: $10,000 to $12,499
NatHiPacIslPopGte16y_Mle_WrkdFTyear99_WEarn_Usd12.5kto15k	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Male: Worked full-time, year-round in 1999: With earnings: $12,500 to $14,999
NatHiPacIslPopGte16y_Mle_WrkdFTyear99_WEarn_Usd15kto17.5k	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Male: Worked full-time, year-round in 1999: With earnings: $15,000 to $17,499
NatHiPacIslPopGte16y_Mle_WrkdFTyear99_WEarn_Usd17.5kto20k	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Male: Worked full-time, year-round in 1999: With earnings: $17,500 to $19,999
NatHiPacIslPopGte16y_Mle_WrkdFTyear99_WEarn_Usd20kto22.5k	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Male: Worked full-time, year-round in 1999: With earnings: $20,000 to $22,499
NatHiPacIslPopGte16y_Mle_WrkdFTyear99_WEarn_Usd22.5kto25k	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Male: Worked full-time, year-round in 1999: With earnings: $22,500 to $24,999
NatHiPacIslPopGte16y_Mle_WrkdFTyear99_WEarn_Usd25kto30k	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Male: Worked full-time, year-round in 1999: With earnings: $25,000 to $29,999
NatHiPacIslPopGte16y_Mle_WrkdFTyear99_WEarn_Usd30kto35k	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Male: Worked full-time, year-round in 1999: With earnings: $30,000 to $34,999
NatHiPacIslPopGte16y_Mle_WrkdFTyear99_WEarn_Usd35kto40k	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Male: Worked full-time, year-round in 1999: With earnings: $35,000 to $39,999
NatHiPacIslPopGte16y_Mle_WrkdFTyear99_WEarn_Usd40kto45k	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Male: Worked full-time, year-round in 1999: With earnings: $40,000 to $44,999
NatHiPacIslPopGte16y_Mle_WrkdFTyear99_WEarn_Usd45kto50k	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Male: Worked full-time, year-round in 1999: With earnings: $45,000 to $49,999
NatHiPacIslPopGte16y_Mle_WrkdFTyear99_WEarn_Usd50kto55k	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Male: Worked full-time, year-round in 1999: With earnings: $50,000 to $54,999
NatHiPacIslPopGte16y_Mle_WrkdFTyear99_WEarn_Usd55kto65k	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Male: Worked full-time, year-round in 1999: With earnings: $55,000 to $64,999
NatHiPacIslPopGte16y_Mle_WrkdFTyear99_WEarn_Usd65kto75k	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Male: Worked full-time, year-round in 1999: With earnings: $65,000 to $74,999
NatHiPacIslPopGte16y_Mle_WrkdFTyear99_WEarn_Usd75kto100k	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Male: Worked full-time, year-round in 1999: With earnings: $75,000 to $99,999
NatHiPacIslPopGte16y_Mle_WrkdFTyear99_WEarn_Usd100korM	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Male: Worked full-time, year-round in 1999: With earnings: $100,000 or more
NatHiPacIslPopGte16y_Mle_Other	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Male: Other:
NatHiPacIslPopGte16y_Mle_Other_NoEarn	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Male: Other: No earnings
NatHiPacIslPopGte16y_Mle_Other_WEarn	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Male: Other: With earnings:
NatHiPacIslPopGte16y_Mle_Other_WEarn_Usd1kto2.5korL	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Male: Other: With earnings: $1 to $2,499 or loss
NatHiPacIslPopGte16y_Mle_Other_WEarn_Usd2.5kto5k	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Male: Other: With earnings: $2,500 to $4,999
NatHiPacIslPopGte16y_Mle_Other_WEarn_Usd5kto7.5k	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Male: Other: With earnings: $5,000 to $7,499
NatHiPacIslPopGte16y_Mle_Other_WEarn_Usd7.5kto10k	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Male: Other: With earnings: $7,500 to $9,999
NatHiPacIslPopGte16y_Mle_Other_WEarn_Usd10kto12.5k	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Male: Other: With earnings: $10,000 to $12,499
NatHiPacIslPopGte16y_Mle_Other_WEarn_Usd12.5kto15k	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Male: Other: With earnings: $12,500 to $14,999
NatHiPacIslPopGte16y_Mle_Other_WEarn_Usd15kto17.5k	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Male: Other: With earnings: $15,000 to $17,499
NatHiPacIslPopGte16y_Mle_Other_WEarn_Usd17.5kto20k	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Male: Other: With earnings: $17,500 to $19,999
NatHiPacIslPopGte16y_Mle_Other_WEarn_Usd20kto22.5k	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Male: Other: With earnings: $20,000 to $22,499
NatHiPacIslPopGte16y_Mle_Other_WEarn_Usd22.5kto25k	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Male: Other: With earnings: $22,500 to $24,999
NatHiPacIslPopGte16y_Mle_Other_WEarn_Usd25kto30k	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Male: Other: With earnings: $25,000 to $29,999
NatHiPacIslPopGte16y_Mle_Other_WEarn_Usd30kto35k	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Male: Other: With earnings: $30,000 to $34,999
NatHiPacIslPopGte16y_Mle_Other_WEarn_Usd35kto40k	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Male: Other: With earnings: $35,000 to $39,999
NatHiPacIslPopGte16y_Mle_Other_WEarn_Usd40kto45k	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Male: Other: With earnings: $40,000 to $44,999
NatHiPacIslPopGte16y_Mle_Other_WEarn_Usd45kto50k	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Male: Other: With earnings: $45,000 to $49,999
NatHiPacIslPopGte16y_Mle_Other_WEarn_Usd50kto55k	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Male: Other: With earnings: $50,000 to $54,999
NatHiPacIslPopGte16y_Mle_Other_WEarn_Usd55kto65k	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Male: Other: With earnings: $55,000 to $64,999
NatHiPacIslPopGte16y_Mle_Other_WEarn_Usd65kto75k	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Male: Other: With earnings: $65,000 to $74,999
NatHiPacIslPopGte16y_Mle_Other_WEarn_Usd75kto100k	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Male: Other: With earnings: $75,000 to $99,999
NatHiPacIslPopGte16y_Mle_Other_WEarn_Usd100korM	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Male: Other: With earnings: $100,000 or more
NatHiPacIslPopGte16y_Fem	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Female:
NatHiPacIslPopGte16y_Fem_WrkdFTyear99	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Female: Worked full-time, year-round in 1999:
NatHiPacIslPopGte16y_Fem_WrkdFTyear99_NoEarn	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Female: Worked full-time, year-round in 1999: No earnings
NatHiPacIslPopGte16y_Fem_WrkdFTyear99_WEarn	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Female: Worked full-time, year-round in 1999: With earnings:
NatHiPacIslPopGte16y_Fem_WrkdFTyear99_WEarn_Usd1kto2.5korL	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Female: Worked full-time, year-round in 1999: With earnings: $1 to $2,499 or loss
NatHiPacIslPopGte16y_Fem_WrkdFTyear99_WEarn_Usd2.5kto5k	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Female: Worked full-time, year-round in 1999: With earnings: $2,500 to $4,999
NatHiPacIslPopGte16y_Fem_WrkdFTyear99_WEarn_Usd5kto7.5k	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Female: Worked full-time, year-round in 1999: With earnings: $5,000 to $7,499
NatHiPacIslPopGte16y_Fem_WrkdFTyear99_WEarn_Usd7.5kto10k	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Female: Worked full-time, year-round in 1999: With earnings: $7,500 to $9,999
NatHiPacIslPopGte16y_Fem_WrkdFTyear99_WEarn_Usd10kto12.5k	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Female: Worked full-time, year-round in 1999: With earnings: $10,000 to $12,499
NatHiPacIslPopGte16y_Fem_WrkdFTyear99_WEarn_Usd12.5kto15k	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Female: Worked full-time, year-round in 1999: With earnings: $12,500 to $14,999
NatHiPacIslPopGte16y_Fem_WrkdFTyear99_WEarn_Usd15kto17.5k	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Female: Worked full-time, year-round in 1999: With earnings: $15,000 to $17,499
NatHiPacIslPopGte16y_Fem_WrkdFTyear99_WEarn_Usd17.5kto20k	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Female: Worked full-time, year-round in 1999: With earnings: $17,500 to $19,999
NatHiPacIslPopGte16y_Fem_WrkdFTyear99_WEarn_Usd20kto22.5k	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Female: Worked full-time, year-round in 1999: With earnings: $20,000 to $22,499
NatHiPacIslPopGte16y_Fem_WrkdFTyear99_WEarn_Usd22.5kto25k	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Female: Worked full-time, year-round in 1999: With earnings: $22,500 to $24,999
NatHiPacIslPopGte16y_Fem_WrkdFTyear99_WEarn_Usd25kto30k	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Female: Worked full-time, year-round in 1999: With earnings: $25,000 to $29,999
NatHiPacIslPopGte16y_Fem_WrkdFTyear99_WEarn_Usd30kto35k	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Female: Worked full-time, year-round in 1999: With earnings: $30,000 to $34,999
NatHiPacIslPopGte16y_Fem_WrkdFTyear99_WEarn_Usd35kto40k	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Female: Worked full-time, year-round in 1999: With earnings: $35,000 to $39,999
NatHiPacIslPopGte16y_Fem_WrkdFTyear99_WEarn_Usd40kto45k	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Female: Worked full-time, year-round in 1999: With earnings: $40,000 to $44,999
NatHiPacIslPopGte16y_Fem_WrkdFTyear99_WEarn_Usd45kto50k	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Female: Worked full-time, year-round in 1999: With earnings: $45,000 to $49,999
NatHiPacIslPopGte16y_Fem_WrkdFTyear99_WEarn_Usd50kto55k	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Female: Worked full-time, year-round in 1999: With earnings: $50,000 to $54,999
NatHiPacIslPopGte16y_Fem_WrkdFTyear99_WEarn_Usd55kto65k	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Female: Worked full-time, year-round in 1999: With earnings: $55,000 to $64,999
NatHiPacIslPopGte16y_Fem_WrkdFTyear99_WEarn_Usd65kto75k	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Female: Worked full-time, year-round in 1999: With earnings: $65,000 to $74,999
NatHiPacIslPopGte16y_Fem_WrkdFTyear99_WEarn_Usd75kto100k	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Female: Worked full-time, year-round in 1999: With earnings: $75,000 to $99,999
NatHiPacIslPopGte16y_Fem_WrkdFTyear99_WEarn_Usd100korM	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Female: Worked full-time, year-round in 1999: With earnings: $100,000 or more
NatHiPacIslPopGte16y_Fem_Other	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Female: Other:
NatHiPacIslPopGte16y_Fem_Other_NoEarn	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Female: Other: No earnings
NatHiPacIslPopGte16y_Fem_Other_WEarn	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Female: Other: With earnings:
NatHiPacIslPopGte16y_Fem_Other_WEarn_Usd1kto2.5korL	Native Hawaiian and Other Pacific Islander alone population 16 years and over: Female: Other: With earnings: $1 to $2,499 or loss
