ZipCode	Zip Code
LogRecNum	Logical Record Number
OcpHsUnt_Tot	Occupied housing units: Total:
OcpHsUnt_OwnerOcp	Occupied housing units: Owner occupied:
OcpHsUnt_OwnerOcp_FamHH	Occupied housing units: Owner occupied: Family households:
OcpHsUnt_OwnerOcp_FamHH_MrdCplFam	Occupied housing units: Owner occupied: Family households: Married-couple family:
OcpHsUnt_OwnerOcp_FamHH_MrdCplFam_Hh15to24y	Occupied housing units: Owner occupied: Family households: Married-couple family: Householder 15 to 24 years
OcpHsUnt_OwnerOcp_FamHH_MrdCplFam_Hh25to34y	Occupied housing units: Owner occupied: Family households: Married-couple family: Householder 25 to 34 years
OcpHsUnt_OwnerOcp_FamHH_MrdCplFam_Hh35to44y	Occupied housing units: Owner occupied: Family households: Married-couple family: Householder 35 to 44 years
OcpHsUnt_OwnerOcp_FamHH_MrdCplFam_Hh45to54y	Occupied housing units: Owner occupied: Family households: Married-couple family: Householder 45 to 54 years
OcpHsUnt_OwnerOcp_FamHH_MrdCplFam_Hh55to64y	Occupied housing units: Owner occupied: Family households: Married-couple family: Householder 55 to 64 years
OcpHsUnt_OwnerOcp_FamHH_MrdCplFam_Hh65to74y	Occupied housing units: Owner occupied: Family households: Married-couple family: Householder 65 to 74 years
OcpHsUnt_OwnerOcp_FamHH_MrdCplFam_HhGte75y	Occupied housing units: Owner occupied: Family households: Married-couple family: Householder 75 years and over
OcpHsUnt_OwnerOcp_FamHH_OthFam	Occupied housing units: Owner occupied: Family households: Other family:
OcpHsUnt_OwnerOcp_FamHH_OthFam_MleHhNoWife	Occupied housing units: Owner occupied: Family households: Other family: Male householder, no wife present:
OcpHsUnt_OwnerOcp_FamHH_OthFam_MleHhNoWife_Hh15to24y	Occupied housing units: Owner occupied: Family households: Other family: Male householder, no wife present: Householder 15 to 24 years
OcpHsUnt_OwnerOcp_FamHH_OthFam_MleHhNoWife_Hh25to34y	Occupied housing units: Owner occupied: Family households: Other family: Male householder, no wife present: Householder 25 to 34 years
OcpHsUnt_OwnerOcp_FamHH_OthFam_MleHhNoWife_Hh35to44y	Occupied housing units: Owner occupied: Family households: Other family: Male householder, no wife present: Householder 35 to 44 years
