ZipCode	Zip Code
LogRecNum	Logical Record Number
FamWHhOthRce_Tot	Families with a householder who is Some other race alone: Total:
FamWHhOthRce_Inc99LtPov	Families with a householder who is Some other race alone: Income in 1999 below poverty level:
FamWHhOthRce_Inc99LtPov_MrdCplFam	Families with a householder who is Some other race alone: Income in 1999 below poverty level: Married-couple family:
FamWHhOthRce_Inc99LtPov_MrdCplFam_WRelChldLt18y	Families with a householder who is Some other race alone: Income in 1999 below poverty level: Married-couple family: With related children under 18 years:
FamWHhOthRce_Inc99LtPov_MrdCplFam_WRelChldLt18y_Lt5yOnly	Families with a householder who is Some other race alone: Income in 1999 below poverty level: Married-couple family: With related children under 18 years: Under 5 years only
FamWHhOthRce_Inc99LtPov_MrdCplFam_WRelChldLt18y_Lt5yand5to17y	Families with a householder who is Some other race alone: Income in 1999 below poverty level: Married-couple family: With related children under 18 years: Under 5 years and 5 to 17 years
FamWHhOthRce_Inc99LtPov_MrdCplFam_WRelChldLt18y_5to17yOnly	Families with a householder who is Some other race alone: Income in 1999 below poverty level: Married-couple family: With related children under 18 years: 5 to 17 years only
FamWHhOthRce_Inc99LtPov_MrdCplFam_NoRelChldLt18y	Families with a householder who is Some other race alone: Income in 1999 below poverty level: Married-couple family: No related children under 18 years
FamWHhOthRce_Inc99LtPov_OthFam	Families with a householder who is Some other race alone: Income in 1999 below poverty level: Other family:
FamWHhOthRce_Inc99LtPov_OthFam_MleHhNoWife	Families with a householder who is Some other race alone: Income in 1999 below poverty level: Other family: Male householder, no wife present:
FamWHhOthRce_Inc99LtPov_OthFam_MleHhNoWife_WRelChldLt18y	Families with a householder who is Some other race alone: Income in 1999 below poverty level: Other family: Male householder, no wife present: With related children under 18 years:
FamWHhOthRce_Inc99LtPov_OthFam_MleHhNoWife_WRelChldLt18y_Lt5y_096	Families with a householder who is Some other race alone: Income in 1999 below poverty level: Other family: Male householder, no wife present: With related children under 18 years: Under 5 years only
FamWHhOthRce_Inc99LtPov_OthFam_MleHhNoWife_WRelChldLt18y_Lt5y_097	Families with a householder who is Some other race alone: Income in 1999 below poverty level: Other family: Male householder, no wife present: With related children under 18 years: Under 5 years and 5 to 17 years
FamWHhOthRce_Inc99LtPov_OthFam_MleHhNoWife_WRelChldLt18y_5to1_098	Families with a householder who is Some other race alone: Income in 1999 below poverty level: Other family: Male householder, no wife present: With related children under 18 years: 5 to 17 years only
FamWHhOthRce_Inc99LtPov_OthFam_MleHhNoWife_NoRelChldLt18y	Families with a householder who is Some other race alone: Income in 1999 below poverty level: Other family: Male householder, no wife present: No related children under 18 years
FamWHhOthRce_Inc99LtPov_OthFam_FemHhNoHusb	Families with a householder who is Some other race alone: Income in 1999 below poverty level: Other family: Female householder, no husband present:
FamWHhOthRce_Inc99LtPov_OthFam_FemHhNoHusb_WRelChldLt18y	Families with a householder who is Some other race alone: Income in 1999 below poverty level: Other family: Female householder, no husband present: With related children under 18 years:
FamWHhOthRce_Inc99LtPov_OthFam_FemHhNoHusb_WRelChldLt18y_Lt5y_099	Families with a householder who is Some other race alone: Income in 1999 below poverty level: Other family: Female householder, no husband present: With related children under 18 years: Under 5 years only
FamWHhOthRce_Inc99LtPov_OthFam_FemHhNoHusb_WRelChldLt18y_Lt5y_100	Families with a householder who is Some other race alone: Income in 1999 below poverty level: Other family: Female householder, no husband present: With related children under 18 years: Under 5 years and 5 to 17 years
FamWHhOthRce_Inc99LtPov_OthFam_FemHhNoHusb_WRelChldLt18y_5to1_101	Families with a householder who is Some other race alone: Income in 1999 below poverty level: Other family: Female householder, no husband present: With related children under 18 years: 5 to 17 years only
FamWHhOthRce_Inc99LtPov_OthFam_FemHhNoHusb_NoRelChldLt18y	Families with a householder who is Some other race alone: Income in 1999 below poverty level: Other family: Female householder, no husband present: No related children under 18 years
FamWHhOthRce_Inc99GtePov	Families with a householder who is Some other race alone: Income in 1999 at or above poverty level:
FamWHhOthRce_Inc99GtePov_MrdCplFam	Families with a householder who is Some other race alone: Income in 1999 at or above poverty level: Married-couple family:
FamWHhOthRce_Inc99GtePov_MrdCplFam_WRelChldLt18y	Families with a householder who is Some other race alone: Income in 1999 at or above poverty level: Married-couple family: With related children under 18 years:
FamWHhOthRce_Inc99GtePov_MrdCplFam_WRelChldLt18y_Lt5yOnly	Families with a householder who is Some other race alone: Income in 1999 at or above poverty level: Married-couple family: With related children under 18 years: Under 5 years only
FamWHhOthRce_Inc99GtePov_MrdCplFam_WRelChldLt18y_Lt5yand5to17y	Families with a householder who is Some other race alone: Income in 1999 at or above poverty level: Married-couple family: With related children under 18 years: Under 5 years and 5 to 17 years
FamWHhOthRce_Inc99GtePov_MrdCplFam_WRelChldLt18y_5to17yOnly	Families with a householder who is Some other race alone: Income in 1999 at or above poverty level: Married-couple family: With related children under 18 years: 5 to 17 years only
FamWHhOthRce_Inc99GtePov_MrdCplFam_NoRelChldLt18y	Families with a householder who is Some other race alone: Income in 1999 at or above poverty level: Married-couple family: No related children under 18 years
FamWHhOthRce_Inc99GtePov_OthFam	Families with a householder who is Some other race alone: Income in 1999 at or above poverty level: Other family:
FamWHhOthRce_Inc99GtePov_OthFam_MleHhNoWife	Families with a householder who is Some other race alone: Income in 1999 at or above poverty level: Other family: Male householder, no wife present:
FamWHhOthRce_Inc99GtePov_OthFam_MleHhNoWife_WRelChldLt18y	Families with a householder who is Some other race alone: Income in 1999 at or above poverty level: Other family: Male householder, no wife present: With related children under 18 years:
