ZipCode	Zip Code
LogRecNum	Logical Record Number
WhtPopGte5y_Tot	White alone population 5 years and over: Total:
WhtPopGte5y_5to17y	White alone population 5 years and over: 5 to 17 years:
WhtPopGte5y_5to17y_SpkOnlyEngl	White alone population 5 years and over: 5 to 17 years: Speak only English
WhtPopGte5y_5to17y_SpkOthLang	White alone population 5 years and over: 5 to 17 years: Speak other languages:
WhtPopGte5y_5to17y_SpkOthLang_SpkEnglVryWell	White alone population 5 years and over: 5 to 17 years: Speak other languages: Speak English "very well"
WhtPopGte5y_5to17y_SpkOthLang_SpkEnglWell	White alone population 5 years and over: 5 to 17 years: Speak other languages: Speak English "well"
WhtPopGte5y_5to17y_SpkOthLang_SpkEnglNotWell	White alone population 5 years and over: 5 to 17 years: Speak other languages: Speak English "not well"
WhtPopGte5y_5to17y_SpkOthLang_SpkEnglNotAtAll	White alone population 5 years and over: 5 to 17 years: Speak other languages: Speak English "not at all"
WhtPopGte5y_18to64y	White alone population 5 years and over: 18 to 64 years:
WhtPopGte5y_18to64y_SpkOnlyEngl	White alone population 5 years and over: 18 to 64 years: Speak only English
WhtPopGte5y_18to64y_SpkOthLang	White alone population 5 years and over: 18 to 64 years: Speak other languages:
WhtPopGte5y_18to64y_SpkOthLang_SpkEnglVryWell	White alone population 5 years and over: 18 to 64 years: Speak other languages: Speak English "very well"
WhtPopGte5y_18to64y_SpkOthLang_SpkEnglWell	White alone population 5 years and over: 18 to 64 years: Speak other languages: Speak English "well"
WhtPopGte5y_18to64y_SpkOthLang_SpkEnglNotWell	White alone population 5 years and over: 18 to 64 years: Speak other languages: Speak English "not well"
WhtPopGte5y_18to64y_SpkOthLang_SpkEnglNotAtAll	White alone population 5 years and over: 18 to 64 years: Speak other languages: Speak English "not at all"
WhtPopGte5y_Gte65y	White alone population 5 years and over: 65 years and over:
WhtPopGte5y_Gte65y_SpkOnlyEngl	White alone population 5 years and over: 65 years and over: Speak only English
WhtPopGte5y_Gte65y_SpkOthLang	White alone population 5 years and over: 65 years and over: Speak other languages:
WhtPopGte5y_Gte65y_SpkOthLang_SpkEnglVryWell	White alone population 5 years and over: 65 years and over: Speak other languages: Speak English "very well"
WhtPopGte5y_Gte65y_SpkOthLang_SpkEnglWell	White alone population 5 years and over: 65 years and over: Speak other languages: Speak English "well"
WhtPopGte5y_Gte65y_SpkOthLang_SpkEnglNotWell	White alone population 5 years and over: 65 years and over: Speak other languages: Speak English "not well"
WhtPopGte5y_Gte65y_SpkOthLang_SpkEnglNotAtAll	White alone population 5 years and over: 65 years and over: Speak other languages: Speak English "not at all"
BlkAfAmPopGte5y_Tot	Black or African American alone population 5 years and over: Total:
BlkAfAmPopGte5y_5to17y	Black or African American alone population 5 years and over: 5 to 17 years:
BlkAfAmPopGte5y_5to17y_SpkOnlyEngl	Black or African American alone population 5 years and over: 5 to 17 years: Speak only English
BlkAfAmPopGte5y_5to17y_SpkOthLang	Black or African American alone population 5 years and over: 5 to 17 years: Speak other languages:
BlkAfAmPopGte5y_5to17y_SpkOthLang_SpkEnglVryWell	Black or African American alone population 5 years and over: 5 to 17 years: Speak other languages: Speak English "very well"
BlkAfAmPopGte5y_5to17y_SpkOthLang_SpkEnglWell	Black or African American alone population 5 years and over: 5 to 17 years: Speak other languages: Speak English "well"
BlkAfAmPopGte5y_5to17y_SpkOthLang_SpkEnglNotWell	Black or African American alone population 5 years and over: 5 to 17 years: Speak other languages: Speak English "not well"
BlkAfAmPopGte5y_5to17y_SpkOthLang_SpkEnglNotAtAll	Black or African American alone population 5 years and over: 5 to 17 years: Speak other languages: Speak English "not at all"
BlkAfAmPopGte5y_18to64y	Black or African American alone population 5 years and over: 18 to 64 years:
BlkAfAmPopGte5y_18to64y_SpkOnlyEngl	Black or African American alone population 5 years and over: 18 to 64 years: Speak only English
BlkAfAmPopGte5y_18to64y_SpkOthLang	Black or African American alone population 5 years and over: 18 to 64 years: Speak other languages:
BlkAfAmPopGte5y_18to64y_SpkOthLang_SpkEnglVryWell	Black or African American alone population 5 years and over: 18 to 64 years: Speak other languages: Speak English "very well"
BlkAfAmPopGte5y_18to64y_SpkOthLang_SpkEnglWell	Black or African American alone population 5 years and over: 18 to 64 years: Speak other languages: Speak English "well"
BlkAfAmPopGte5y_18to64y_SpkOthLang_SpkEnglNotWell	Black or African American alone population 5 years and over: 18 to 64 years: Speak other languages: Speak English "not well"
BlkAfAmPopGte5y_18to64y_SpkOthLang_SpkEnglNotAtAll	Black or African American alone population 5 years and over: 18 to 64 years: Speak other languages: Speak English "not at all"
BlkAfAmPopGte5y_Gte65y	Black or African American alone population 5 years and over: 65 years and over:
BlkAfAmPopGte5y_Gte65y_SpkOnlyEngl	Black or African American alone population 5 years and over: 65 years and over: Speak only English
BlkAfAmPopGte5y_Gte65y_SpkOthLang	Black or African American alone population 5 years and over: 65 years and over: Speak other languages:
BlkAfAmPopGte5y_Gte65y_SpkOthLang_SpkEnglVryWell	Black or African American alone population 5 years and over: 65 years and over: Speak other languages: Speak English "very well"
BlkAfAmPopGte5y_Gte65y_SpkOthLang_SpkEnglWell	Black or African American alone population 5 years and over: 65 years and over: Speak other languages: Speak English "well"
BlkAfAmPopGte5y_Gte65y_SpkOthLang_SpkEnglNotWell	Black or African American alone population 5 years and over: 65 years and over: Speak other languages: Speak English "not well"
BlkAfAmPopGte5y_Gte65y_SpkOthLang_SpkEnglNotAtAll	Black or African American alone population 5 years and over: 65 years and over: Speak other languages: Speak English "not at all"
AmIndAkNatPopGte5y_Tot	American Indian and Alaska Native alone population 5 years and over: Total:
AmIndAkNatPopGte5y_5to17y	American Indian and Alaska Native alone population 5 years and over: 5 to 17 years:
AmIndAkNatPopGte5y_5to17y_SpkOnlyEngl	American Indian and Alaska Native alone population 5 years and over: 5 to 17 years: Speak only English
AmIndAkNatPopGte5y_5to17y_SpkOthLang	American Indian and Alaska Native alone population 5 years and over: 5 to 17 years: Speak other languages:
AmIndAkNatPopGte5y_5to17y_SpkOthLang_SpkEnglVryWell	American Indian and Alaska Native alone population 5 years and over: 5 to 17 years: Speak other languages: Speak English "very well"
AmIndAkNatPopGte5y_5to17y_SpkOthLang_SpkEnglWell	American Indian and Alaska Native alone population 5 years and over: 5 to 17 years: Speak other languages: Speak English "well"
AmIndAkNatPopGte5y_5to17y_SpkOthLang_SpkEnglNotWell	American Indian and Alaska Native alone population 5 years and over: 5 to 17 years: Speak other languages: Speak English "not well"
AmIndAkNatPopGte5y_5to17y_SpkOthLang_SpkEnglNotAtAll	American Indian and Alaska Native alone population 5 years and over: 5 to 17 years: Speak other languages: Speak English "not at all"
AmIndAkNatPopGte5y_18to64y	American Indian and Alaska Native alone population 5 years and over: 18 to 64 years:
AmIndAkNatPopGte5y_18to64y_SpkOnlyEngl	American Indian and Alaska Native alone population 5 years and over: 18 to 64 years: Speak only English
AmIndAkNatPopGte5y_18to64y_SpkOthLang	American Indian and Alaska Native alone population 5 years and over: 18 to 64 years: Speak other languages:
AmIndAkNatPopGte5y_18to64y_SpkOthLang_SpkEnglVryWell	American Indian and Alaska Native alone population 5 years and over: 18 to 64 years: Speak other languages: Speak English "very well"
AmIndAkNatPopGte5y_18to64y_SpkOthLang_SpkEnglWell	American Indian and Alaska Native alone population 5 years and over: 18 to 64 years: Speak other languages: Speak English "well"
AmIndAkNatPopGte5y_18to64y_SpkOthLang_SpkEnglNotWell	American Indian and Alaska Native alone population 5 years and over: 18 to 64 years: Speak other languages: Speak English "not well"
