ZipCode	Zip Code
LogRecNum	Logical Record Number
AsnPopGte18y_Tot	Asian alone population 18 years and over: Total:
AsnPopGte18y_Mle	Asian alone population 18 years and over: Male:
AsnPopGte18y_Mle_18to64y	Asian alone population 18 years and over: Male: 18 to 64 years:
AsnPopGte18y_Mle_18to64y_ArmForce	Asian alone population 18 years and over: Male: 18 to 64 years: In Armed Forces
AsnPopGte18y_Mle_18to64y_Civ	Asian alone population 18 years and over: Male: 18 to 64 years: Civilian:
AsnPopGte18y_Mle_18to64y_Civ_Vet	Asian alone population 18 years and over: Male: 18 to 64 years: Civilian: Veteran
AsnPopGte18y_Mle_18to64y_Civ_NonVet	Asian alone population 18 years and over: Male: 18 to 64 years: Civilian: Nonveteran
AsnPopGte18y_Mle_Gte65y	Asian alone population 18 years and over: Male: 65 years and over:
AsnPopGte18y_Mle_Gte65y_ArmForce	Asian alone population 18 years and over: Male: 65 years and over: In Armed Forces
AsnPopGte18y_Mle_Gte65y_Civ	Asian alone population 18 years and over: Male: 65 years and over: Civilian:
AsnPopGte18y_Mle_Gte65y_Civ_Vet	Asian alone population 18 years and over: Male: 65 years and over: Civilian: Veteran
AsnPopGte18y_Mle_Gte65y_Civ_NonVet	Asian alone population 18 years and over: Male: 65 years and over: Civilian: Nonveteran
AsnPopGte18y_Fem	Asian alone population 18 years and over: Female:
AsnPopGte18y_Fem_18to64y	Asian alone population 18 years and over: Female: 18 to 64 years:
AsnPopGte18y_Fem_18to64y_ArmForce	Asian alone population 18 years and over: Female: 18 to 64 years: In Armed Forces
AsnPopGte18y_Fem_18to64y_Civ	Asian alone population 18 years and over: Female: 18 to 64 years: Civilian:
AsnPopGte18y_Fem_18to64y_Civ_Vet	Asian alone population 18 years and over: Female: 18 to 64 years: Civilian: Veteran
AsnPopGte18y_Fem_18to64y_Civ_NonVet	Asian alone population 18 years and over: Female: 18 to 64 years: Civilian: Nonveteran
AsnPopGte18y_Fem_Gte65y	Asian alone population 18 years and over: Female: 65 years and over:
AsnPopGte18y_Fem_Gte65y_ArmForce	Asian alone population 18 years and over: Female: 65 years and over: In Armed Forces
AsnPopGte18y_Fem_Gte65y_Civ	Asian alone population 18 years and over: Female: 65 years and over: Civilian:
AsnPopGte18y_Fem_Gte65y_Civ_Vet	Asian alone population 18 years and over: Female: 65 years and over: Civilian: Veteran
AsnPopGte18y_Fem_Gte65y_Civ_NonVet	Asian alone population 18 years and over: Female: 65 years and over: Civilian: Nonveteran
NatHiPacIslPopGte18y_Tot	Native Hawaiian and Other Pacific Islander alone population 18 years and over: Total:
NatHiPacIslPopGte18y_Mle	Native Hawaiian and Other Pacific Islander alone population 18 years and over: Male:
NatHiPacIslPopGte18y_Mle_18to64y	Native Hawaiian and Other Pacific Islander alone population 18 years and over: Male: 18 to 64 years:
NatHiPacIslPopGte18y_Mle_18to64y_ArmForce	Native Hawaiian and Other Pacific Islander alone population 18 years and over: Male: 18 to 64 years: In Armed Forces
NatHiPacIslPopGte18y_Mle_18to64y_Civ	Native Hawaiian and Other Pacific Islander alone population 18 years and over: Male: 18 to 64 years: Civilian:
NatHiPacIslPopGte18y_Mle_18to64y_Civ_Vet	Native Hawaiian and Other Pacific Islander alone population 18 years and over: Male: 18 to 64 years: Civilian: Veteran
NatHiPacIslPopGte18y_Mle_18to64y_Civ_NonVet	Native Hawaiian and Other Pacific Islander alone population 18 years and over: Male: 18 to 64 years: Civilian: Nonveteran
NatHiPacIslPopGte18y_Mle_Gte65y	Native Hawaiian and Other Pacific Islander alone population 18 years and over: Male: 65 years and over:
NatHiPacIslPopGte18y_Mle_Gte65y_ArmForce	Native Hawaiian and Other Pacific Islander alone population 18 years and over: Male: 65 years and over: In Armed Forces
NatHiPacIslPopGte18y_Mle_Gte65y_Civ	Native Hawaiian and Other Pacific Islander alone population 18 years and over: Male: 65 years and over: Civilian:
NatHiPacIslPopGte18y_Mle_Gte65y_Civ_Vet	Native Hawaiian and Other Pacific Islander alone population 18 years and over: Male: 65 years and over: Civilian: Veteran
NatHiPacIslPopGte18y_Mle_Gte65y_Civ_NonVet	Native Hawaiian and Other Pacific Islander alone population 18 years and over: Male: 65 years and over: Civilian: Nonveteran
NatHiPacIslPopGte18y_Fem	Native Hawaiian and Other Pacific Islander alone population 18 years and over: Female:
NatHiPacIslPopGte18y_Fem_18to64y	Native Hawaiian and Other Pacific Islander alone population 18 years and over: Female: 18 to 64 years:
NatHiPacIslPopGte18y_Fem_18to64y_ArmForce	Native Hawaiian and Other Pacific Islander alone population 18 years and over: Female: 18 to 64 years: In Armed Forces
NatHiPacIslPopGte18y_Fem_18to64y_Civ	Native Hawaiian and Other Pacific Islander alone population 18 years and over: Female: 18 to 64 years: Civilian:
NatHiPacIslPopGte18y_Fem_18to64y_Civ_Vet	Native Hawaiian and Other Pacific Islander alone population 18 years and over: Female: 18 to 64 years: Civilian: Veteran
NatHiPacIslPopGte18y_Fem_18to64y_Civ_NonVet	Native Hawaiian and Other Pacific Islander alone population 18 years and over: Female: 18 to 64 years: Civilian: Nonveteran
NatHiPacIslPopGte18y_Fem_Gte65y	Native Hawaiian and Other Pacific Islander alone population 18 years and over: Female: 65 years and over:
NatHiPacIslPopGte18y_Fem_Gte65y_ArmForce	Native Hawaiian and Other Pacific Islander alone population 18 years and over: Female: 65 years and over: In Armed Forces
NatHiPacIslPopGte18y_Fem_Gte65y_Civ	Native Hawaiian and Other Pacific Islander alone population 18 years and over: Female: 65 years and over: Civilian:
NatHiPacIslPopGte18y_Fem_Gte65y_Civ_Vet	Native Hawaiian and Other Pacific Islander alone population 18 years and over: Female: 65 years and over: Civilian: Veteran
NatHiPacIslPopGte18y_Fem_Gte65y_Civ_NonVet	Native Hawaiian and Other Pacific Islander alone population 18 years and over: Female: 65 years and over: Civilian: Nonveteran
OthRcePopGte18y_Tot	Some other race alone population 18 years and over: Total:
OthRcePopGte18y_Mle	Some other race alone population 18 years and over: Male:
OthRcePopGte18y_Mle_18to64y	Some other race alone population 18 years and over: Male: 18 to 64 years:
OthRcePopGte18y_Mle_18to64y_ArmForce	Some other race alone population 18 years and over: Male: 18 to 64 years: In Armed Forces
OthRcePopGte18y_Mle_18to64y_Civ	Some other race alone population 18 years and over: Male: 18 to 64 years: Civilian:
OthRcePopGte18y_Mle_18to64y_Civ_Vet	Some other race alone population 18 years and over: Male: 18 to 64 years: Civilian: Veteran
OthRcePopGte18y_Mle_18to64y_Civ_NonVet	Some other race alone population 18 years and over: Male: 18 to 64 years: Civilian: Nonveteran
OthRcePopGte18y_Mle_Gte65y	Some other race alone population 18 years and over: Male: 65 years and over:
OthRcePopGte18y_Mle_Gte65y_ArmForce	Some other race alone population 18 years and over: Male: 65 years and over: In Armed Forces
OthRcePopGte18y_Mle_Gte65y_Civ	Some other race alone population 18 years and over: Male: 65 years and over: Civilian:
