ZipCode	Zip Code
LogRecNum	Logical Record Number
FamWHhNatHiPacIsl_Tot	Families with a householder who is Native Hawaiian and Other Pacific Islander alone: Total:
FamWHhNatHiPacIsl_LtUsd10k	Families with a householder who is Native Hawaiian and Other Pacific Islander alone: Less than $10,000
FamWHhNatHiPacIsl_Usd10kto15k	Families with a householder who is Native Hawaiian and Other Pacific Islander alone: $10,000 to $14,999
FamWHhNatHiPacIsl_Usd15kto20k	Families with a householder who is Native Hawaiian and Other Pacific Islander alone: $15,000 to $19,999
FamWHhNatHiPacIsl_Usd20kto25k	Families with a householder who is Native Hawaiian and Other Pacific Islander alone: $20,000 to $24,999
FamWHhNatHiPacIsl_Usd25kto30k	Families with a householder who is Native Hawaiian and Other Pacific Islander alone: $25,000 to $29,999
FamWHhNatHiPacIsl_Usd30kto35k	Families with a householder who is Native Hawaiian and Other Pacific Islander alone: $30,000 to $34,999
FamWHhNatHiPacIsl_Usd35kto40k	Families with a householder who is Native Hawaiian and Other Pacific Islander alone: $35,000 to $39,999
FamWHhNatHiPacIsl_Usd40kto45k	Families with a householder who is Native Hawaiian and Other Pacific Islander alone: $40,000 to $44,999
FamWHhNatHiPacIsl_Usd45kto50k	Families with a householder who is Native Hawaiian and Other Pacific Islander alone: $45,000 to $49,999
FamWHhNatHiPacIsl_Usd50kto60k	Families with a householder who is Native Hawaiian and Other Pacific Islander alone: $50,000 to $59,999
FamWHhNatHiPacIsl_Usd60kto75k	Families with a householder who is Native Hawaiian and Other Pacific Islander alone: $60,000 to $74,999
FamWHhNatHiPacIsl_Usd75kto100k	Families with a householder who is Native Hawaiian and Other Pacific Islander alone: $75,000 to $99,999
FamWHhNatHiPacIsl_Usd100kto125k	Families with a householder who is Native Hawaiian and Other Pacific Islander alone: $100,000 to $124,999
FamWHhNatHiPacIsl_Usd125kto150k	Families with a householder who is Native Hawaiian and Other Pacific Islander alone: $125,000 to $149,999
FamWHhNatHiPacIsl_Usd150kto200k	Families with a householder who is Native Hawaiian and Other Pacific Islander alone: $150,000 to $199,999
FamWHhNatHiPacIsl_Usd200korM	Families with a householder who is Native Hawaiian and Other Pacific Islander alone: $200,000 or more
FamWHhOthRce_Tot	Families with a householder who is Some other race alone: Total:
FamWHhOthRce_LtUsd10k	Families with a householder who is Some other race alone: Less than $10,000
FamWHhOthRce_Usd10kto15k	Families with a householder who is Some other race alone: $10,000 to $14,999
FamWHhOthRce_Usd15kto20k	Families with a householder who is Some other race alone: $15,000 to $19,999
FamWHhOthRce_Usd20kto25k	Families with a householder who is Some other race alone: $20,000 to $24,999
FamWHhOthRce_Usd25kto30k	Families with a householder who is Some other race alone: $25,000 to $29,999
FamWHhOthRce_Usd30kto35k	Families with a householder who is Some other race alone: $30,000 to $34,999
FamWHhOthRce_Usd35kto40k	Families with a householder who is Some other race alone: $35,000 to $39,999
FamWHhOthRce_Usd40kto45k	Families with a householder who is Some other race alone: $40,000 to $44,999
FamWHhOthRce_Usd45kto50k	Families with a householder who is Some other race alone: $45,000 to $49,999
FamWHhOthRce_Usd50kto60k	Families with a householder who is Some other race alone: $50,000 to $59,999
FamWHhOthRce_Usd60kto75k	Families with a householder who is Some other race alone: $60,000 to $74,999
FamWHhOthRce_Usd75kto100k	Families with a householder who is Some other race alone: $75,000 to $99,999
FamWHhOthRce_Usd100kto125k	Families with a householder who is Some other race alone: $100,000 to $124,999
FamWHhOthRce_Usd125kto150k	Families with a householder who is Some other race alone: $125,000 to $149,999
FamWHhOthRce_Usd150kto200k	Families with a householder who is Some other race alone: $150,000 to $199,999
FamWHhOthRce_Usd200korM	Families with a householder who is Some other race alone: $200,000 or more
FamWHhGte2Rce_Tot	Families with a householder who is Two or more races: Total:
FamWHhGte2Rce_LtUsd10k	Families with a householder who is Two or more races: Less than $10,000
FamWHhGte2Rce_Usd10kto15k	Families with a householder who is Two or more races: $10,000 to $14,999
FamWHhGte2Rce_Usd15kto20k	Families with a householder who is Two or more races: $15,000 to $19,999
FamWHhGte2Rce_Usd20kto25k	Families with a householder who is Two or more races: $20,000 to $24,999
FamWHhGte2Rce_Usd25kto30k	Families with a householder who is Two or more races: $25,000 to $29,999
FamWHhGte2Rce_Usd30kto35k	Families with a householder who is Two or more races: $30,000 to $34,999
FamWHhGte2Rce_Usd35kto40k	Families with a householder who is Two or more races: $35,000 to $39,999
FamWHhGte2Rce_Usd40kto45k	Families with a householder who is Two or more races: $40,000 to $44,999
FamWHhGte2Rce_Usd45kto50k	Families with a householder who is Two or more races: $45,000 to $49,999
FamWHhGte2Rce_Usd50kto60k	Families with a householder who is Two or more races: $50,000 to $59,999
FamWHhGte2Rce_Usd60kto75k	Families with a householder who is Two or more races: $60,000 to $74,999
FamWHhGte2Rce_Usd75kto100k	Families with a householder who is Two or more races: $75,000 to $99,999
FamWHhGte2Rce_Usd100kto125k	Families with a householder who is Two or more races: $100,000 to $124,999
FamWHhGte2Rce_Usd125kto150k	Families with a householder who is Two or more races: $125,000 to $149,999
FamWHhGte2Rce_Usd150kto200k	Families with a householder who is Two or more races: $150,000 to $199,999
