ZipCode	Zip Code
LogRecNum	Logical Record Number
RelCldLt18y_Tot	Related children under 18 years: Total:
RelCldLt18y_Inc99LtPov	Related children under 18 years: Income in 1999 below poverty level:
RelCldLt18y_Inc99LtPov_MrdCplFam	Related children under 18 years: Income in 1999 below poverty level: In married-couple family:
RelCldLt18y_Inc99LtPov_MrdCplFam_Lt5y	Related children under 18 years: Income in 1999 below poverty level: In married-couple family: Under 5 years
RelCldLt18y_Inc99LtPov_MrdCplFam_5y	Related children under 18 years: Income in 1999 below poverty level: In married-couple family: 5 years
RelCldLt18y_Inc99LtPov_MrdCplFam_6to17y	Related children under 18 years: Income in 1999 below poverty level: In married-couple family: 6 to 17 years
RelCldLt18y_Inc99LtPov_OthFam	Related children under 18 years: Income in 1999 below poverty level: In other family:
RelCldLt18y_Inc99LtPov_OthFam_MleHhNoWife	Related children under 18 years: Income in 1999 below poverty level: In other family: Male householder, no wife present:
RelCldLt18y_Inc99LtPov_OthFam_MleHhNoWife_Lt5y	Related children under 18 years: Income in 1999 below poverty level: In other family: Male householder, no wife present: Under 5 years
RelCldLt18y_Inc99LtPov_OthFam_MleHhNoWife_5y	Related children under 18 years: Income in 1999 below poverty level: In other family: Male householder, no wife present: 5 years
RelCldLt18y_Inc99LtPov_OthFam_MleHhNoWife_6to17y	Related children under 18 years: Income in 1999 below poverty level: In other family: Male householder, no wife present: 6 to 17 years
RelCldLt18y_Inc99LtPov_OthFam_FemHhNoHusb	Related children under 18 years: Income in 1999 below poverty level: In other family: Female householder, no husband present:
RelCldLt18y_Inc99LtPov_OthFam_FemHhNoHusb_Lt5y	Related children under 18 years: Income in 1999 below poverty level: In other family: Female householder, no husband present: Under 5 years
RelCldLt18y_Inc99LtPov_OthFam_FemHhNoHusb_5y	Related children under 18 years: Income in 1999 below poverty level: In other family: Female householder, no husband present: 5 years
RelCldLt18y_Inc99LtPov_OthFam_FemHhNoHusb_6to17y	Related children under 18 years: Income in 1999 below poverty level: In other family: Female householder, no husband present: 6 to 17 years
RelCldLt18y_Inc99GtePov	Related children under 18 years: Income in 1999 at or above poverty level:
RelCldLt18y_Inc99GtePov_MrdCplFam	Related children under 18 years: Income in 1999 at or above poverty level: In married-couple family:
RelCldLt18y_Inc99GtePov_MrdCplFam_Lt5y	Related children under 18 years: Income in 1999 at or above poverty level: In married-couple family: Under 5 years
RelCldLt18y_Inc99GtePov_MrdCplFam_5y	Related children under 18 years: Income in 1999 at or above poverty level: In married-couple family: 5 years
RelCldLt18y_Inc99GtePov_MrdCplFam_6to17y	Related children under 18 years: Income in 1999 at or above poverty level: In married-couple family: 6 to 17 years
RelCldLt18y_Inc99GtePov_OthFam	Related children under 18 years: Income in 1999 at or above poverty level: In other family:
RelCldLt18y_Inc99GtePov_OthFam_MleHhNoWife	Related children under 18 years: Income in 1999 at or above poverty level: In other family: Male householder, no wife present:
RelCldLt18y_Inc99GtePov_OthFam_MleHhNoWife_Lt5y	Related children under 18 years: Income in 1999 at or above poverty level: In other family: Male householder, no wife present: Under 5 years
RelCldLt18y_Inc99GtePov_OthFam_MleHhNoWife_5y	Related children under 18 years: Income in 1999 at or above poverty level: In other family: Male householder, no wife present: 5 years
RelCldLt18y_Inc99GtePov_OthFam_MleHhNoWife_6to17y	Related children under 18 years: Income in 1999 at or above poverty level: In other family: Male householder, no wife present: 6 to 17 years
RelCldLt18y_Inc99GtePov_OthFam_FemHhNoHusb	Related children under 18 years: Income in 1999 at or above poverty level: In other family: Female householder, no husband present:
RelCldLt18y_Inc99GtePov_OthFam_FemHhNoHusb_Lt5y	Related children under 18 years: Income in 1999 at or above poverty level: In other family: Female householder, no husband present: Under 5 years
RelCldLt18y_Inc99GtePov_OthFam_FemHhNoHusb_5y	Related children under 18 years: Income in 1999 at or above poverty level: In other family: Female householder, no husband present: 5 years
RelCldLt18y_Inc99GtePov_OthFam_FemHhNoHusb_6to17y	Related children under 18 years: Income in 1999 at or above poverty level: In other family: Female householder, no husband present: 6 to 17 years
UnrelIndGte15yPovDet_Tot	Unrelated individuals 15 years and over for whom poverty status is determined: Total:
UnrelIndGte15yPovDet_Inc99LtPov	Unrelated individuals 15 years and over for whom poverty status is determined: Income in 1999 below poverty level:
UnrelIndGte15yPovDet_Inc99LtPov_Mle	Unrelated individuals 15 years and over for whom poverty status is determined: Income in 1999 below poverty level: Male:
UnrelIndGte15yPovDet_Inc99LtPov_Mle_15y	Unrelated individuals 15 years and over for whom poverty status is determined: Income in 1999 below poverty level: Male: 15 years
