ZipCode	Zip Code
LogRecNum	Logical Record Number
AsnAlnPop_Tot	Asian alone population: Total:
AsnAlnPop_Native	Asian alone population: Native:
AsnAlnPop_Native_BornStateRes	Asian alone population: Native: Born in state of residence
AsnAlnPop_Native_BornOthStUS	Asian alone population: Native: Born in other state in the United States:
AsnAlnPop_Native_BornOthStUS_NorthEast	Asian alone population: Native: Born in other state in the United States: Northeast
AsnAlnPop_Native_BornOthStUS_MidWest	Asian alone population: Native: Born in other state in the United States: Midwest
AsnAlnPop_Native_BornOthStUS_South	Asian alone population: Native: Born in other state in the United States: South
AsnAlnPop_Native_BornOthStUS_West	Asian alone population: Native: Born in other state in the United States: West
AsnAlnPop_Native_BornOutUS	Asian alone population: Native: Born outside the United States:
AsnAlnPop_Native_BornOutUS_PrtoRico	Asian alone population: Native: Born outside the United States: Puerto Rico
AsnAlnPop_Native_BornOutUS_USIslAreas	Asian alone population: Native: Born outside the United States: U.S. Island Areas
AsnAlnPop_Native_BornOutUS_BrnAbrdAmerPar	Asian alone population: Native: Born outside the United States: Born abroad of American parent(s)
AsnAlnPop_FrgnBorn	Asian alone population: Foreign born:
AsnAlnPop_FrgnBorn_NatlzdCit	Asian alone population: Foreign born: Naturalized citizen
AsnAlnPop_FrgnBorn_NotCitzn	Asian alone population: Foreign born: Not a citizen
NatHiPacIslPop_Tot	Native Hawaiian and Other Pacific Islander alone population: Total:
NatHiPacIslPop_Native	Native Hawaiian and Other Pacific Islander alone population: Native:
NatHiPacIslPop_Native_BornStateRes	Native Hawaiian and Other Pacific Islander alone population: Native: Born in state of residence
NatHiPacIslPop_Native_BornOthStUS	Native Hawaiian and Other Pacific Islander alone population: Native: Born in other state in the United States:
NatHiPacIslPop_Native_BornOthStUS_NorthEast	Native Hawaiian and Other Pacific Islander alone population: Native: Born in other state in the United States: Northeast
NatHiPacIslPop_Native_BornOthStUS_MidWest	Native Hawaiian and Other Pacific Islander alone population: Native: Born in other state in the United States: Midwest
NatHiPacIslPop_Native_BornOthStUS_South	Native Hawaiian and Other Pacific Islander alone population: Native: Born in other state in the United States: South
NatHiPacIslPop_Native_BornOthStUS_West	Native Hawaiian and Other Pacific Islander alone population: Native: Born in other state in the United States: West
NatHiPacIslPop_Native_BornOutUS	Native Hawaiian and Other Pacific Islander alone population: Native: Born outside the United States:
NatHiPacIslPop_Native_BornOutUS_PrtoRico	Native Hawaiian and Other Pacific Islander alone population: Native: Born outside the United States: Puerto Rico
NatHiPacIslPop_Native_BornOutUS_USIslAreas	Native Hawaiian and Other Pacific Islander alone population: Native: Born outside the United States: U.S. Island Areas
NatHiPacIslPop_Native_BornOutUS_BrnAbrdAmerPar	Native Hawaiian and Other Pacific Islander alone population: Native: Born outside the United States: Born abroad of American parent(s)
NatHiPacIslPop_FrgnBorn	Native Hawaiian and Other Pacific Islander alone population: Foreign born:
NatHiPacIslPop_FrgnBorn_NatlzdCit	Native Hawaiian and Other Pacific Islander alone population: Foreign born: Naturalized citizen
NatHiPacIslPop_FrgnBorn_NotCitzn	Native Hawaiian and Other Pacific Islander alone population: Foreign born: Not a citizen
OthRcePop_Tot	Some other race alone population: Total:
OthRcePop_Native	Some other race alone population: Native:
OthRcePop_Native_BornStateRes	Some other race alone population: Native: Born in state of residence
OthRcePop_Native_BornOthStUS	Some other race alone population: Native: Born in other state in the United States:
OthRcePop_Native_BornOthStUS_NorthEast	Some other race alone population: Native: Born in other state in the United States: Northeast
OthRcePop_Native_BornOthStUS_MidWest	Some other race alone population: Native: Born in other state in the United States: Midwest
OthRcePop_Native_BornOthStUS_South	Some other race alone population: Native: Born in other state in the United States: South
OthRcePop_Native_BornOthStUS_West	Some other race alone population: Native: Born in other state in the United States: West
OthRcePop_Native_BornOutUS	Some other race alone population: Native: Born outside the United States:
OthRcePop_Native_BornOutUS_PrtoRico	Some other race alone population: Native: Born outside the United States: Puerto Rico
OthRcePop_Native_BornOutUS_USIslAreas	Some other race alone population: Native: Born outside the United States: U.S. Island Areas
OthRcePop_Native_BornOutUS_BrnAbrdAmerPar	Some other race alone population: Native: Born outside the United States: Born abroad of American parent(s)
OthRcePop_FrgnBorn	Some other race alone population: Foreign born:
OthRcePop_FrgnBorn_NatlzdCit	Some other race alone population: Foreign born: Naturalized citizen
OthRcePop_FrgnBorn_NotCitzn	Some other race alone population: Foreign born: Not a citizen
Gte2RcePop_Tot	Two or more races population: Total:
Gte2RcePop_Native	Two or more races population: Native:
Gte2RcePop_Native_BornStateRes	Two or more races population: Native: Born in state of residence
Gte2RcePop_Native_BornOthStUS	Two or more races population: Native: Born in other state in the United States:
Gte2RcePop_Native_BornOthStUS_NorthEast	Two or more races population: Native: Born in other state in the United States: Northeast
