ZipCode	Zip Code
LogRecNum	Logical Record Number
CivNonInstPopGte5y_Tot	cn5population: Total:
CivNonInstPopGte5y_Mle	cn5population: Male:
CivNonInstPopGte5y_Mle_5to15y	cn5population: Male: 5 to 15 years:
CivNonInstPopGte5y_Mle_5to15y_WPhysDisab	cn5population: Male: 5 to 15 years: With a physical disability
CivNonInstPopGte5y_Mle_5to15y_NoPhysDisab	cn5population: Male: 5 to 15 years: No physical disability
CivNonInstPopGte5y_Mle_16to20y	cn5population: Male: 16 to 20 years:
CivNonInstPopGte5y_Mle_16to20y_WPhysDisab	cn5population: Male: 16 to 20 years: With a physical disability:
CivNonInstPopGte5y_Mle_16to20y_WPhysDisab_Empl	cn5population: Male: 16 to 20 years: With a physical disability: Employed
CivNonInstPopGte5y_Mle_16to20y_WPhysDisab_NotEmpl	cn5population: Male: 16 to 20 years: With a physical disability: Not employed
CivNonInstPopGte5y_Mle_16to20y_NoPhysDisab	cn5population: Male: 16 to 20 years: No physical disability:
CivNonInstPopGte5y_Mle_16to20y_NoPhysDisab_Empl	cn5population: Male: 16 to 20 years: No physical disability: Employed
CivNonInstPopGte5y_Mle_16to20y_NoPhysDisab_NotEmpl	cn5population: Male: 16 to 20 years: No physical disability: Not employed
CivNonInstPopGte5y_Mle_21to64y	cn5population: Male: 21 to 64 years:
CivNonInstPopGte5y_Mle_21to64y_WPhysDisab	cn5population: Male: 21 to 64 years: With a physical disability:
CivNonInstPopGte5y_Mle_21to64y_WPhysDisab_Empl	cn5population: Male: 21 to 64 years: With a physical disability: Employed
CivNonInstPopGte5y_Mle_21to64y_WPhysDisab_NotEmpl	cn5population: Male: 21 to 64 years: With a physical disability: Not employed
CivNonInstPopGte5y_Mle_21to64y_NoPhysDisab	cn5population: Male: 21 to 64 years: No physical disability:
CivNonInstPopGte5y_Mle_21to64y_NoPhysDisab_Empl	cn5population: Male: 21 to 64 years: No physical disability: Employed
CivNonInstPopGte5y_Mle_21to64y_NoPhysDisab_NotEmpl	cn5population: Male: 21 to 64 years: No physical disability: Not employed
CivNonInstPopGte5y_Mle_65to74y	cn5population: Male: 65 to 74 years:
CivNonInstPopGte5y_Mle_65to74y_WPhysDisab	cn5population: Male: 65 to 74 years: With a physical disability
CivNonInstPopGte5y_Mle_65to74y_NoPhysDisab	cn5population: Male: 65 to 74 years: No physical disability
CivNonInstPopGte5y_Mle_Gte75y	cn5population: Male: 75 years and over:
CivNonInstPopGte5y_Mle_Gte75y_WPhysDisab	cn5population: Male: 75 years and over: With a physical disability
CivNonInstPopGte5y_Mle_Gte75y_NoPhysDisab	cn5population: Male: 75 years and over: No physical disability
CivNonInstPopGte5y_Fem	cn5population: Female:
CivNonInstPopGte5y_Fem_5to15y	cn5population: Female: 5 to 15 years:
CivNonInstPopGte5y_Fem_5to15y_WPhysDisab	cn5population: Female: 5 to 15 years: With a physical disability
CivNonInstPopGte5y_Fem_5to15y_NoPhysDisab	cn5population: Female: 5 to 15 years: No physical disability
CivNonInstPopGte5y_Fem_16to20y	cn5population: Female: 16 to 20 years:
CivNonInstPopGte5y_Fem_16to20y_WPhysDisab	cn5population: Female: 16 to 20 years: With a physical disability:
CivNonInstPopGte5y_Fem_16to20y_WPhysDisab_Empl	cn5population: Female: 16 to 20 years: With a physical disability: Employed
CivNonInstPopGte5y_Fem_16to20y_WPhysDisab_NotEmpl	cn5population: Female: 16 to 20 years: With a physical disability: Not employed
CivNonInstPopGte5y_Fem_16to20y_NoPhysDisab	cn5population: Female: 16 to 20 years: No physical disability:
